Experiment10: ,"Random, 3d, sequence 8, it: 1000"
432,-24
433,-24
434,-24
435,-24
436,-24
437,-24
438,-24
439,-24
440,-24
441,-24
442,-24
443,-24
444,-24
445,-24
446,-24
447,-24
448,-24
449,-24
450,-24
451,-24
452,-24
453,-24
454,-24
455,-24
456,-24
457,-24
458,-24
459,-24
460,-24
461,-24
462,-24
463,-24
464,-24
465,-24
466,-24
467,-24
468,-24
469,-24
470,-24
471,-24
472,-24
473,-24
474,-24
475,-24
476,-24
477,-24
478,-24
479,-24
480,-24
481,-24
482,-24
483,-24
484,-24
485,-24
486,-24
487,-24
488,-24
489,-24
490,-24
491,-24
492,-24
493,-24
494,-24
495,-24
496,-24
497,-24
498,-24
499,-24
500,-24
501,-24
502,-24
503,-24
504,-24
505,-24
506,-24
507,-24
508,-24
509,-24
510,-24
511,-24
512,-24
513,-24
514,-24
515,-24
516,-24
517,-24
518,-24
519,-24
520,-24
521,-24
522,-24
523,-24
524,-24
525,-24
526,-24
527,-24
528,-24
529,-24
530,-24
531,-24
532,-24
533,-24
534,-24
535,-24
536,-24
537,-24
538,-24
539,-24
540,-24
541,-24
542,-24
543,-24
544,-24
545,-24
546,-24
547,-24
548,-24
549,-24
550,-24
551,-24
552,-24
553,-24
554,-24
555,-24
556,-24
557,-24
558,-24
559,-24
560,-24
561,-24
562,-24
563,-24
564,-24
565,-24
566,-24
567,-24
568,-24
569,-24
570,-24
571,-24
572,-24
573,-24
574,-24
575,-24
576,-24
577,-24
578,-24
579,-24
580,-24
581,-24
582,-24
583,-24
584,-24
585,-24
586,-24
587,-24
588,-24
589,-24
590,-24
591,-24
592,-24
593,-24
594,-24
595,-24
596,-24
597,-24
598,-24
599,-24
600,-24
601,-24
602,-24
603,-24
604,-24
605,-24
606,-24
607,-24
608,-24
609,-24
610,-24
611,-24
612,-24
613,-24
614,-24
615,-24
616,-24
617,-24
618,-24
619,-24
620,-24
621,-24
622,-24
623,-24
624,-24
625,-24
626,-24
627,-24
628,-24
629,-24
630,-24
631,-24
632,-24
633,-24
634,-24
635,-24
636,-24
637,-24
638,-24
639,-24
640,-24
641,-24
642,-24
643,-24
644,-24
645,-24
646,-24
647,-24
648,-24
649,-24
650,-24
651,-24
652,-24
653,-24
654,-24
655,-24
656,-24
657,-24
658,-24
659,-31
660,-31
661,-31
662,-31
663,-31
664,-31
665,-31
666,-31
667,-31
668,-31
669,-31
670,-31
671,-31
672,-31
673,-31
674,-31
675,-31
676,-31
677,-31
678,-31
679,-31
680,-31
681,-31
682,-31
683,-31
684,-31
685,-31
686,-31
687,-31
688,-31
689,-31
690,-31
691,-31
692,-31
693,-31
694,-31
695,-31
696,-31
697,-31
698,-31
699,-31
700,-31
701,-31
702,-31
703,-31
704,-31
705,-31
706,-31
707,-31
708,-31
709,-31
710,-31
711,-31
712,-31
713,-31
714,-31
715,-31
716,-31
717,-31
718,-31
719,-31
720,-31
721,-31
722,-31
723,-31
724,-31
725,-31
726,-31
727,-31
728,-31
729,-31
730,-31
731,-31
732,-31
733,-31
734,-31
735,-31
736,-31
737,-31
738,-31
739,-31
740,-31
741,-31
742,-31
743,-31
744,-31
745,-31
746,-31
747,-31
748,-31
749,-31
750,-31
751,-31
752,-31
753,-31
754,-31
755,-31
756,-31
757,-31
758,-31
759,-31
760,-31
761,-31
762,-31
763,-31
764,-31
765,-31
766,-31
767,-31
768,-31
769,-31
770,-31
771,-31
772,-31
773,-31
774,-31
775,-31
776,-31
777,-31
778,-31
779,-31
780,-31
781,-31
782,-31
783,-31
784,-31
785,-31
786,-31
787,-31
788,-31
789,-31
790,-31
791,-31
792,-31
793,-31
794,-31
795,-31
796,-31
797,-31
798,-31
799,-31
800,-31
801,-31
802,-31
803,-31
804,-31
805,-31
806,-31
807,-31
808,-31
809,-31
810,-31
811,-31
812,-31
813,-31
814,-31
815,-31
816,-31
817,-31
818,-31
819,-31
820,-31
821,-31
822,-31
823,-31
824,-31
825,-31
826,-31
827,-31
828,-31
829,-31
830,-31
831,-31
832,-31
833,-31
834,-31
835,-31
836,-31
837,-31
838,-31
839,-31
840,-31
841,-31
842,-31
843,-31
844,-31
845,-31
846,-31
847,-31
848,-31
849,-31
850,-31
851,-31
852,-31
853,-31
854,-31
855,-31
856,-31
857,-31
858,-31
859,-31
860,-31
861,-31
862,-31
863,-31
864,-31
865,-31
866,-31
867,-31
868,-31
869,-31
870,-31
871,-31
872,-31
873,-31
874,-31
875,-31
876,-31
877,-31
878,-31
879,-31
880,-31
881,-31
882,-31
883,-31
884,-31
885,-31
886,-31
887,-31
888,-31
889,-31
890,-31
891,-31
892,-31
893,-31
894,-31
895,-31
896,-31
897,-31
898,-31
899,-31
900,-31
901,-31
902,-31
903,-31
904,-31
905,-31
906,-31
907,-31
908,-31
909,-31
910,-31
911,-31
912,-31
913,-31
914,-31
915,-31
916,-31
917,-31
918,-31
919,-31
920,-31
921,-31
922,-31
923,-31
924,-31
925,-31
926,-31
927,-31
928,-31
929,-31
930,-31
931,-31
932,-31
933,-31
934,-31
935,-31
936,-31
937,-31
938,-31
939,-31
940,-31
941,-31
942,-31
943,-31
944,-31
945,-31
946,-31
947,-31
948,-31
949,-31
950,-31
951,-31
952,-31
953,-31
954,-31
955,-31
956,-31
957,-31
958,-31
959,-31
960,-31
961,-31
962,-31
963,-31
964,-31
965,-31
966,-31
967,-31
968,-31
969,-31
970,-31
971,-31
972,-31
973,-31
974,-31
975,-31
976,-31
977,-31
978,-31
979,-31
980,-31
981,-31
982,-31
983,-31
984,-31
985,-31
986,-31
987,-31
988,-31
989,-31
990,-31
991,-31
992,-31
993,-31
994,-31
995,-31
996,-31
997,-31
998,-31
999,-31
1000,-31
