Experiment12: ,"Straight, 3d, sequence 7, it: 1000"
424,-21
425,-21
426,-21
427,-21
428,-21
429,-21
430,-21
431,-21
432,-21
433,-21
434,-21
435,-21
436,-21
437,-21
438,-21
439,-21
440,-21
441,-21
442,-21
443,-21
444,-21
445,-21
446,-21
447,-21
448,-21
449,-21
450,-21
451,-21
452,-21
453,-21
454,-21
455,-21
456,-21
457,-21
458,-21
459,-21
460,-21
461,-21
462,-21
463,-21
464,-21
465,-21
466,-21
467,-21
468,-21
469,-21
470,-21
471,-21
472,-21
473,-21
474,-21
475,-21
476,-21
477,-21
478,-21
479,-21
480,-21
481,-21
482,-21
483,-21
484,-21
485,-21
486,-21
487,-21
488,-21
489,-21
490,-21
491,-21
492,-21
493,-21
494,-21
495,-21
496,-21
497,-21
498,-21
499,-21
500,-21
501,-21
502,-21
503,-21
504,-21
505,-21
506,-21
507,-21
508,-21
509,-21
510,-21
511,-21
512,-21
513,-21
514,-21
515,-21
516,-21
517,-21
518,-21
519,-21
520,-21
521,-21
522,-21
523,-21
524,-21
525,-21
526,-21
527,-21
528,-21
529,-21
530,-21
531,-21
532,-21
533,-21
534,-21
535,-21
536,-21
537,-21
538,-21
539,-21
540,-21
541,-21
542,-21
543,-21
544,-21
545,-21
546,-21
547,-21
548,-21
549,-21
550,-21
551,-21
552,-21
553,-21
554,-21
555,-21
556,-21
557,-21
558,-21
559,-21
560,-21
561,-21
562,-21
563,-21
564,-21
565,-21
566,-21
567,-21
568,-21
569,-21
570,-21
571,-21
572,-21
573,-21
574,-21
575,-21
576,-21
577,-21
578,-21
579,-21
580,-21
581,-21
582,-21
583,-21
584,-21
585,-21
586,-21
587,-21
588,-21
589,-21
590,-21
591,-21
592,-21
593,-21
594,-21
595,-21
596,-21
597,-21
598,-21
599,-21
600,-21
601,-21
602,-21
603,-21
604,-21
605,-21
606,-21
607,-21
608,-21
609,-21
610,-21
611,-21
612,-21
613,-21
614,-21
615,-21
616,-21
617,-21
618,-21
619,-21
620,-21
621,-21
622,-21
623,-21
624,-21
625,-21
626,-21
627,-21
628,-21
629,-21
630,-21
631,-21
632,-21
633,-21
634,-21
635,-21
636,-21
637,-21
638,-21
639,-21
640,-21
641,-21
642,-21
643,-21
644,-21
645,-21
646,-21
647,-21
648,-21
649,-21
650,-21
651,-21
652,-21
653,-21
654,-21
655,-21
656,-21
657,-21
658,-21
659,-21
660,-21
661,-21
662,-21
663,-21
664,-21
665,-21
666,-21
667,-21
668,-21
669,-21
670,-21
671,-21
672,-21
673,-21
674,-21
675,-21
676,-21
677,-21
678,-21
679,-21
680,-21
681,-21
682,-21
683,-21
684,-21
685,-21
686,-21
687,-21
688,-21
689,-21
690,-21
691,-21
692,-21
693,-21
694,-21
695,-21
696,-21
697,-21
698,-21
699,-21
700,-21
701,-21
702,-21
703,-21
704,-21
705,-21
706,-21
707,-21
708,-21
709,-21
710,-21
711,-21
712,-21
713,-21
714,-21
715,-21
716,-21
717,-21
718,-21
719,-21
720,-21
721,-21
722,-21
723,-21
724,-21
725,-21
726,-21
727,-21
728,-21
729,-21
730,-21
731,-21
732,-21
733,-21
734,-21
735,-21
736,-21
737,-21
738,-21
739,-21
740,-21
741,-21
742,-21
743,-21
744,-21
745,-21
746,-21
747,-21
748,-21
749,-21
750,-21
751,-21
752,-21
753,-21
754,-21
755,-21
756,-21
757,-21
758,-21
759,-21
760,-21
761,-21
762,-21
763,-21
764,-21
765,-21
766,-21
767,-21
768,-21
769,-21
770,-21
771,-21
772,-21
773,-21
774,-21
775,-21
776,-21
777,-21
778,-21
779,-21
780,-21
781,-21
782,-21
783,-21
784,-21
785,-21
786,-21
787,-21
788,-21
789,-21
790,-21
791,-21
792,-21
793,-21
794,-21
795,-21
796,-21
797,-21
798,-21
799,-21
800,-21
801,-21
802,-21
803,-21
804,-21
805,-21
806,-21
807,-21
808,-21
809,-21
810,-21
811,-21
812,-21
813,-21
814,-21
815,-21
816,-21
817,-21
818,-21
819,-21
820,-21
821,-21
822,-21
823,-21
824,-21
825,-21
826,-21
827,-21
828,-21
829,-21
830,-21
831,-21
832,-21
833,-21
834,-21
835,-21
836,-21
837,-21
838,-21
839,-21
840,-21
841,-21
842,-21
843,-21
844,-21
845,-21
846,-21
847,-21
848,-21
849,-21
850,-21
851,-21
852,-21
853,-21
854,-21
855,-21
856,-21
857,-21
858,-21
859,-21
860,-21
861,-21
862,-21
863,-21
864,-21
865,-21
866,-21
867,-21
868,-21
869,-21
870,-21
871,-21
872,-21
873,-21
874,-21
875,-21
876,-21
877,-21
878,-21
879,-21
880,-21
881,-21
882,-21
883,-21
884,-21
885,-21
886,-21
887,-21
888,-21
889,-21
890,-21
891,-21
892,-21
893,-21
894,-21
895,-21
896,-21
897,-21
898,-21
899,-21
900,-21
901,-21
902,-21
903,-21
904,-21
905,-21
906,-21
907,-21
908,-21
909,-21
910,-21
911,-21
912,-21
913,-21
914,-21
915,-21
916,-21
917,-21
918,-21
919,-21
920,-21
921,-21
922,-21
923,-21
924,-21
925,-21
926,-21
927,-21
928,-21
929,-21
930,-21
931,-21
932,-21
933,-21
934,-21
935,-21
936,-21
937,-21
938,-21
939,-21
940,-21
941,-21
942,-21
943,-21
944,-21
945,-21
946,-21
947,-21
948,-21
949,-21
950,-21
951,-21
952,-21
953,-21
954,-21
955,-21
956,-21
957,-21
958,-21
959,-21
960,-21
961,-21
962,-21
963,-21
964,-21
965,-21
966,-21
967,-21
968,-21
969,-21
970,-21
971,-21
972,-21
973,-21
974,-21
975,-21
976,-21
977,-21
978,-21
979,-21
980,-21
981,-21
982,-21
983,-21
984,-21
985,-21
986,-21
987,-21
988,-21
989,-21
990,-21
991,-21
992,-21
993,-21
994,-21
995,-21
996,-21
997,-21
998,-21
999,-21
1000,-21
