Experiment11: ,"Depth, 3d, sequence 8, it: 1000"
839,-24
840,-24
841,-24
842,-24
843,-24
844,-24
845,-24
846,-24
847,-24
848,-24
849,-24
850,-24
851,-24
852,-24
853,-24
854,-24
855,-24
856,-24
857,-24
858,-24
859,-24
860,-24
861,-24
862,-24
863,-24
864,-24
865,-24
866,-24
867,-24
868,-24
869,-24
870,-24
871,-24
872,-24
873,-24
874,-24
875,-24
876,-24
877,-24
878,-24
879,-24
880,-24
881,-24
882,-24
883,-24
884,-24
885,-24
886,-24
887,-24
888,-24
889,-24
890,-24
891,-24
892,-24
893,-24
894,-24
895,-24
896,-24
897,-24
898,-24
899,-24
900,-24
901,-24
902,-24
903,-24
904,-24
905,-24
906,-24
907,-24
908,-24
909,-24
910,-24
911,-24
912,-24
913,-24
914,-24
915,-24
916,-24
917,-24
918,-24
919,-24
920,-24
921,-24
922,-24
923,-24
924,-24
925,-24
926,-24
927,-24
928,-24
929,-24
930,-24
931,-24
932,-24
933,-24
934,-24
935,-24
936,-24
937,-24
938,-24
939,-24
940,-24
941,-24
942,-24
943,-24
944,-24
945,-24
946,-24
947,-24
948,-24
949,-24
950,-24
951,-24
952,-24
953,-24
954,-24
955,-24
956,-24
957,-24
958,-24
959,-24
960,-24
961,-24
962,-24
963,-24
964,-24
965,-24
966,-24
967,-24
968,-24
969,-24
970,-24
971,-24
972,-24
973,-24
974,-24
975,-24
976,-24
977,-24
978,-24
979,-24
980,-24
981,-24
982,-24
983,-24
984,-24
985,-24
986,-24
987,-24
988,-24
989,-24
990,-24
991,-24
992,-24
993,-24
994,-24
995,-24
996,-24
997,-24
998,-24
999,-24
1000,-24
