Experiment10: ,"Random, 3d, sequence 8, it: 1000"
246,-20
247,-20
248,-20
249,-20
250,-20
251,-20
252,-20
253,-20
254,-20
255,-20
256,-20
257,-20
258,-20
259,-20
260,-20
261,-20
262,-20
263,-20
264,-20
265,-20
266,-20
267,-20
268,-20
269,-20
270,-20
271,-21
272,-21
273,-21
274,-21
275,-21
276,-21
277,-21
278,-21
279,-21
280,-21
281,-21
282,-21
283,-21
284,-21
285,-21
286,-21
287,-21
288,-24
289,-24
290,-24
291,-24
292,-24
293,-24
294,-24
295,-24
296,-24
297,-24
298,-24
299,-24
300,-24
301,-24
302,-24
303,-24
304,-24
305,-24
306,-24
307,-24
308,-24
309,-24
310,-24
311,-24
312,-24
313,-24
314,-24
315,-24
316,-24
317,-24
318,-24
319,-24
320,-24
321,-24
322,-24
323,-24
324,-24
325,-24
326,-24
327,-24
328,-24
329,-24
330,-24
331,-24
332,-24
333,-24
334,-24
335,-24
336,-24
337,-24
338,-24
339,-24
340,-24
341,-24
342,-24
343,-24
344,-24
345,-24
346,-24
347,-24
348,-24
349,-24
350,-24
351,-24
352,-24
353,-24
354,-24
355,-24
356,-24
357,-24
358,-24
359,-24
360,-24
361,-24
362,-24
363,-24
364,-24
365,-24
366,-24
367,-24
368,-24
369,-24
370,-24
371,-24
372,-24
373,-24
374,-24
375,-24
376,-24
377,-24
378,-24
379,-24
380,-24
381,-24
382,-24
383,-24
384,-24
385,-24
386,-24
387,-24
388,-24
389,-24
390,-24
391,-24
392,-24
393,-24
394,-24
395,-24
396,-24
397,-24
398,-24
399,-24
400,-24
401,-24
402,-24
403,-24
404,-24
405,-24
406,-24
407,-24
408,-24
409,-24
410,-24
411,-24
412,-24
413,-24
414,-24
415,-24
416,-24
417,-24
418,-24
419,-24
420,-24
421,-24
422,-24
423,-24
424,-24
425,-24
426,-24
427,-24
428,-24
429,-24
430,-24
431,-24
432,-24
433,-24
434,-24
435,-24
436,-24
437,-24
438,-24
439,-24
440,-24
441,-24
442,-24
443,-24
444,-24
445,-24
446,-24
447,-24
448,-24
449,-24
450,-24
451,-24
452,-24
453,-24
454,-24
455,-24
456,-24
457,-24
458,-24
459,-24
460,-24
461,-24
462,-24
463,-24
464,-24
465,-24
466,-24
467,-24
468,-24
469,-24
470,-24
471,-24
472,-24
473,-24
474,-24
475,-24
476,-24
477,-24
478,-24
479,-24
480,-24
481,-24
482,-24
483,-24
484,-24
485,-24
486,-24
487,-24
488,-24
489,-24
490,-24
491,-24
492,-24
493,-24
494,-24
495,-24
496,-24
497,-24
498,-24
499,-24
500,-24
501,-24
502,-24
503,-24
504,-24
505,-24
506,-24
507,-24
508,-24
509,-24
510,-24
511,-24
512,-24
513,-24
514,-24
515,-24
516,-24
517,-24
518,-24
519,-24
520,-24
521,-24
522,-24
523,-24
524,-24
525,-24
526,-24
527,-24
528,-24
529,-24
530,-24
531,-24
532,-24
533,-24
534,-24
535,-24
536,-24
537,-24
538,-24
539,-24
540,-24
541,-24
542,-24
543,-24
544,-24
545,-24
546,-24
547,-24
548,-24
549,-24
550,-24
551,-24
552,-24
553,-24
554,-24
555,-24
556,-24
557,-24
558,-24
559,-24
560,-24
561,-24
562,-24
563,-24
564,-24
565,-24
566,-24
567,-24
568,-24
569,-24
570,-24
571,-24
572,-24
573,-24
574,-24
575,-24
576,-24
577,-24
578,-24
579,-24
580,-24
581,-24
582,-24
583,-24
584,-24
585,-24
586,-24
587,-24
588,-24
589,-24
590,-24
591,-24
592,-24
593,-24
594,-24
595,-24
596,-24
597,-24
598,-24
599,-24
600,-24
601,-24
602,-24
603,-24
604,-24
605,-24
606,-24
607,-24
608,-24
609,-24
610,-24
611,-24
612,-24
613,-24
614,-24
615,-24
616,-24
617,-24
618,-24
619,-24
620,-24
621,-24
622,-24
623,-24
624,-24
625,-24
626,-24
627,-24
628,-24
629,-24
630,-24
631,-24
632,-24
633,-24
634,-24
635,-24
636,-24
637,-24
638,-24
639,-24
640,-24
641,-24
642,-24
643,-24
644,-24
645,-24
646,-24
647,-24
648,-24
649,-24
650,-24
651,-24
652,-24
653,-24
654,-24
655,-24
656,-24
657,-24
658,-24
659,-24
660,-24
661,-24
662,-24
663,-24
664,-24
665,-24
666,-24
667,-24
668,-24
669,-24
670,-24
671,-24
672,-24
673,-24
674,-24
675,-24
676,-24
677,-24
678,-24
679,-24
680,-24
681,-24
682,-24
683,-24
684,-24
685,-24
686,-24
687,-24
688,-24
689,-24
690,-24
691,-24
692,-24
693,-24
694,-24
695,-24
696,-24
697,-24
698,-24
699,-24
700,-24
701,-24
702,-24
703,-24
704,-24
705,-24
706,-24
707,-24
708,-24
709,-24
710,-24
711,-24
712,-24
713,-24
714,-24
715,-24
716,-24
717,-24
718,-24
719,-24
720,-24
721,-24
722,-24
723,-24
724,-24
725,-24
726,-24
727,-24
728,-24
729,-24
730,-24
731,-24
732,-24
733,-24
734,-24
735,-24
736,-24
737,-24
738,-24
739,-24
740,-24
741,-24
742,-24
743,-24
744,-24
745,-24
746,-24
747,-24
748,-24
749,-24
750,-24
751,-24
752,-24
753,-24
754,-24
755,-24
756,-24
757,-24
758,-24
759,-24
760,-24
761,-24
762,-24
763,-24
764,-24
765,-24
766,-24
767,-24
768,-24
769,-24
770,-24
771,-24
772,-24
773,-24
774,-24
775,-24
776,-24
777,-24
778,-24
779,-24
780,-24
781,-24
782,-24
783,-24
784,-24
785,-24
786,-24
787,-24
788,-24
789,-24
790,-24
791,-24
792,-24
793,-24
794,-24
795,-24
796,-24
797,-24
798,-24
799,-24
800,-24
801,-24
802,-24
803,-24
804,-24
805,-24
806,-24
807,-24
808,-24
809,-24
810,-24
811,-24
812,-24
813,-24
814,-24
815,-24
816,-24
817,-24
818,-24
819,-24
820,-24
821,-24
822,-24
823,-24
824,-24
825,-24
826,-24
827,-24
828,-24
829,-24
830,-24
831,-24
832,-24
833,-24
834,-24
835,-24
836,-24
837,-24
838,-24
839,-24
840,-24
841,-24
842,-24
843,-24
844,-24
845,-24
846,-24
847,-24
848,-24
849,-24
850,-24
851,-24
852,-24
853,-24
854,-24
855,-24
856,-24
857,-24
858,-24
859,-24
860,-24
861,-24
862,-24
863,-24
864,-24
865,-24
866,-24
867,-24
868,-24
869,-24
870,-24
871,-24
872,-24
873,-24
874,-24
875,-24
876,-24
877,-24
878,-24
879,-24
880,-24
881,-24
882,-24
883,-24
884,-24
885,-24
886,-24
887,-24
888,-24
889,-24
890,-24
891,-24
892,-24
893,-24
894,-24
895,-24
896,-24
897,-24
898,-24
899,-24
900,-24
901,-24
902,-24
903,-24
904,-24
905,-24
906,-24
907,-24
908,-24
909,-24
910,-24
911,-24
912,-24
913,-24
914,-24
915,-24
916,-24
917,-24
918,-24
919,-24
920,-24
921,-24
922,-24
923,-24
924,-24
925,-24
926,-24
927,-24
928,-24
929,-24
930,-24
931,-24
932,-24
933,-24
934,-24
935,-24
936,-24
937,-24
938,-24
939,-24
940,-24
941,-24
942,-24
943,-24
944,-24
945,-24
946,-24
947,-24
948,-24
949,-24
950,-24
951,-24
952,-24
953,-24
954,-24
955,-24
956,-24
957,-24
958,-24
959,-24
960,-24
961,-24
962,-24
963,-24
964,-24
965,-24
966,-24
967,-24
968,-24
969,-24
970,-24
971,-24
972,-24
973,-24
974,-24
975,-24
976,-24
977,-24
978,-24
979,-24
980,-24
981,-24
982,-24
983,-24
984,-24
985,-24
986,-24
987,-24
988,-24
989,-24
990,-24
991,-24
992,-24
993,-24
994,-24
995,-24
996,-24
997,-24
998,-24
999,-24
1000,-24
