Experiment10: ,"Random, 3d, sequence 8, it: 1000"
839,-19
840,-19
841,-19
842,-19
843,-19
844,-19
845,-19
846,-19
847,-19
848,-19
849,-19
850,-19
851,-19
852,-19
853,-19
854,-19
855,-19
856,-19
857,-19
858,-19
859,-19
860,-19
861,-19
862,-19
863,-19
864,-19
865,-19
866,-19
867,-19
868,-19
869,-19
870,-19
871,-19
872,-19
873,-19
874,-19
875,-19
876,-19
877,-19
878,-19
879,-19
880,-19
881,-19
882,-19
883,-19
884,-19
885,-19
886,-19
887,-19
888,-19
889,-19
890,-19
891,-19
892,-19
893,-19
894,-19
895,-19
896,-19
897,-19
898,-19
899,-19
900,-19
901,-19
902,-19
903,-19
904,-19
905,-19
906,-19
907,-19
908,-19
909,-19
910,-19
911,-19
912,-19
913,-19
914,-19
915,-19
916,-19
917,-19
918,-19
919,-19
920,-19
921,-19
922,-19
923,-19
924,-19
925,-19
926,-19
927,-19
928,-19
929,-19
930,-19
931,-19
932,-19
933,-19
934,-19
935,-19
936,-19
937,-19
938,-19
939,-19
940,-19
941,-19
942,-19
943,-19
944,-19
945,-19
946,-19
947,-19
948,-19
949,-19
950,-19
951,-19
952,-19
953,-19
954,-19
955,-19
956,-19
957,-19
958,-19
959,-19
960,-19
961,-19
962,-19
963,-19
964,-19
965,-19
966,-19
967,-19
968,-19
969,-19
970,-19
971,-19
972,-19
973,-19
974,-19
975,-19
976,-19
977,-19
978,-19
979,-19
980,-19
981,-19
982,-19
983,-19
984,-19
985,-19
986,-19
987,-19
988,-19
989,-19
990,-19
991,-19
992,-19
993,-19
994,-19
995,-19
996,-19
997,-19
998,-19
999,-19
1000,-19
