Experiment9: ,"Straight, 3d, sequence 8, it: 1000"
426,-23
427,-23
428,-23
429,-23
430,-23
431,-23
432,-23
433,-23
434,-23
435,-23
436,-23
437,-23
438,-23
439,-23
440,-23
441,-23
442,-23
443,-23
444,-23
445,-23
446,-23
447,-23
448,-23
449,-23
450,-23
451,-23
452,-23
453,-23
454,-23
455,-23
456,-23
457,-23
458,-23
459,-23
460,-23
461,-23
462,-23
463,-23
464,-23
465,-23
466,-23
467,-23
468,-23
469,-23
470,-23
471,-23
472,-23
473,-23
474,-23
475,-23
476,-23
477,-23
478,-23
479,-23
480,-23
481,-23
482,-23
483,-23
484,-23
485,-23
486,-23
487,-23
488,-23
489,-23
490,-23
491,-30
492,-30
493,-30
494,-30
495,-30
496,-30
497,-30
498,-30
499,-30
500,-30
501,-30
502,-30
503,-30
504,-30
505,-30
506,-30
507,-30
508,-30
509,-30
510,-30
511,-30
512,-30
513,-30
514,-30
515,-30
516,-30
517,-30
518,-30
519,-30
520,-30
521,-30
522,-30
523,-30
524,-30
525,-30
526,-30
527,-30
528,-30
529,-30
530,-30
531,-30
532,-30
533,-30
534,-30
535,-30
536,-30
537,-30
538,-30
539,-30
540,-30
541,-30
542,-30
543,-30
544,-30
545,-30
546,-30
547,-30
548,-30
549,-30
550,-30
551,-30
552,-30
553,-30
554,-30
555,-30
556,-30
557,-30
558,-30
559,-30
560,-30
561,-30
562,-30
563,-30
564,-30
565,-30
566,-30
567,-30
568,-30
569,-30
570,-30
571,-30
572,-30
573,-30
574,-30
575,-30
576,-30
577,-30
578,-30
579,-30
580,-30
581,-30
582,-30
583,-30
584,-30
585,-30
586,-30
587,-30
588,-30
589,-30
590,-30
591,-30
592,-30
593,-30
594,-30
595,-30
596,-30
597,-30
598,-30
599,-30
600,-30
601,-30
602,-30
603,-30
604,-30
605,-30
606,-30
607,-30
608,-30
609,-30
610,-30
611,-30
612,-30
613,-30
614,-30
615,-30
616,-30
617,-30
618,-30
619,-30
620,-30
621,-30
622,-30
623,-30
624,-30
625,-30
626,-30
627,-30
628,-30
629,-30
630,-30
631,-30
632,-30
633,-30
634,-30
635,-30
636,-30
637,-30
638,-30
639,-30
640,-30
641,-30
642,-30
643,-30
644,-30
645,-30
646,-30
647,-30
648,-30
649,-30
650,-30
651,-30
652,-30
653,-30
654,-30
655,-30
656,-30
657,-30
658,-30
659,-30
660,-30
661,-30
662,-30
663,-30
664,-30
665,-30
666,-30
667,-30
668,-30
669,-30
670,-30
671,-30
672,-30
673,-30
674,-30
675,-30
676,-30
677,-30
678,-30
679,-30
680,-30
681,-30
682,-30
683,-30
684,-30
685,-30
686,-30
687,-30
688,-30
689,-30
690,-30
691,-30
692,-30
693,-30
694,-30
695,-30
696,-30
697,-30
698,-30
699,-30
700,-30
701,-30
702,-30
703,-30
704,-30
705,-30
706,-30
707,-30
708,-30
709,-30
710,-30
711,-30
712,-30
713,-30
714,-30
715,-30
716,-30
717,-30
718,-30
719,-30
720,-30
721,-30
722,-30
723,-30
724,-30
725,-30
726,-30
727,-30
728,-30
729,-30
730,-30
731,-30
732,-30
733,-30
734,-30
735,-30
736,-30
737,-30
738,-30
739,-30
740,-30
741,-30
742,-30
743,-30
744,-30
745,-30
746,-30
747,-30
748,-30
749,-30
750,-30
751,-30
752,-30
753,-30
754,-30
755,-30
756,-30
757,-30
758,-30
759,-30
760,-30
761,-30
762,-30
763,-30
764,-30
765,-30
766,-30
767,-30
768,-30
769,-30
770,-30
771,-30
772,-30
773,-30
774,-30
775,-30
776,-30
777,-30
778,-30
779,-30
780,-30
781,-30
782,-30
783,-30
784,-30
785,-30
786,-30
787,-30
788,-30
789,-30
790,-30
791,-30
792,-30
793,-30
794,-30
795,-30
796,-30
797,-30
798,-30
799,-30
800,-30
801,-30
802,-30
803,-30
804,-30
805,-30
806,-30
807,-30
808,-30
809,-30
810,-30
811,-30
812,-30
813,-30
814,-30
815,-30
816,-30
817,-30
818,-30
819,-30
820,-30
821,-30
822,-30
823,-30
824,-30
825,-30
826,-30
827,-30
828,-30
829,-30
830,-30
831,-30
832,-30
833,-30
834,-30
835,-30
836,-30
837,-30
838,-30
839,-30
840,-30
841,-30
842,-30
843,-30
844,-30
845,-30
846,-30
847,-30
848,-30
849,-30
850,-30
851,-30
852,-30
853,-30
854,-30
855,-30
856,-30
857,-30
858,-30
859,-30
860,-30
861,-30
862,-30
863,-30
864,-30
865,-30
866,-30
867,-30
868,-30
869,-30
870,-30
871,-30
872,-30
873,-30
874,-30
875,-30
876,-30
877,-30
878,-30
879,-30
880,-30
881,-30
882,-30
883,-30
884,-30
885,-30
886,-30
887,-30
888,-30
889,-30
890,-30
891,-30
892,-30
893,-30
894,-30
895,-30
896,-30
897,-30
898,-30
899,-30
900,-30
901,-30
902,-30
903,-30
904,-30
905,-30
906,-30
907,-30
908,-30
909,-30
910,-30
911,-30
912,-30
913,-30
914,-30
915,-30
916,-30
917,-30
918,-30
919,-30
920,-30
921,-30
922,-30
923,-30
924,-30
925,-30
926,-30
927,-30
928,-30
929,-30
930,-30
931,-30
932,-30
933,-30
934,-30
935,-30
936,-30
937,-30
938,-30
939,-30
940,-30
941,-30
942,-30
943,-30
944,-30
945,-30
946,-30
947,-30
948,-30
949,-30
950,-30
951,-30
952,-30
953,-30
954,-30
955,-30
956,-30
957,-30
958,-30
959,-30
960,-30
961,-30
962,-30
963,-30
964,-30
965,-30
966,-30
967,-30
968,-30
969,-30
970,-30
971,-30
972,-30
973,-30
974,-30
975,-30
976,-30
977,-30
978,-30
979,-30
980,-30
981,-30
982,-30
983,-30
984,-30
985,-30
986,-30
987,-30
988,-30
989,-30
990,-30
991,-30
992,-30
993,-30
994,-30
995,-30
996,-30
997,-30
998,-30
999,-30
1000,-30
