Experiment8: ,"Depth, 3d, sequence 4, it: 1000"
324,-15
325,-15
326,-15
327,-15
328,-15
329,-15
330,-15
331,-15
332,-15
333,-15
334,-15
335,-15
336,-15
337,-15
338,-15
339,-15
340,-15
341,-15
342,-15
343,-15
344,-15
345,-15
346,-15
347,-15
348,-15
349,-15
350,-15
351,-15
352,-15
353,-16
354,-16
355,-16
356,-16
357,-16
358,-16
359,-16
360,-16
361,-16
362,-16
363,-16
364,-16
365,-16
366,-16
367,-16
368,-16
369,-16
370,-16
371,-16
372,-16
373,-16
374,-16
375,-16
376,-16
377,-16
378,-16
379,-16
380,-16
381,-16
382,-16
383,-16
384,-16
385,-16
386,-16
387,-16
388,-16
389,-16
390,-16
391,-16
392,-16
393,-16
394,-16
395,-16
396,-16
397,-16
398,-16
399,-16
400,-16
401,-16
402,-16
403,-16
404,-16
405,-16
406,-16
407,-16
408,-16
409,-16
410,-16
411,-16
412,-16
413,-16
414,-16
415,-16
416,-16
417,-16
418,-16
419,-16
420,-16
421,-16
422,-16
423,-16
424,-16
425,-16
426,-16
427,-16
428,-16
429,-16
430,-16
431,-16
432,-16
433,-16
434,-16
435,-16
436,-16
437,-16
438,-16
439,-16
440,-16
441,-16
442,-16
443,-16
444,-16
445,-16
446,-16
447,-16
448,-16
449,-16
450,-16
451,-16
452,-16
453,-16
454,-16
455,-16
456,-16
457,-16
458,-16
459,-16
460,-16
461,-16
462,-16
463,-16
464,-16
465,-16
466,-16
467,-16
468,-16
469,-16
470,-16
471,-16
472,-17
473,-17
474,-17
475,-17
476,-17
477,-17
478,-17
479,-17
480,-17
481,-17
482,-17
483,-17
484,-17
485,-17
486,-17
487,-17
488,-17
489,-17
490,-17
491,-17
492,-17
493,-17
494,-17
495,-17
496,-17
497,-17
498,-17
499,-17
500,-17
501,-17
502,-17
503,-17
504,-17
505,-17
506,-17
507,-17
508,-17
509,-17
510,-17
511,-17
512,-17
513,-17
514,-17
515,-17
516,-17
517,-17
518,-17
519,-17
520,-17
521,-17
522,-17
523,-17
524,-17
525,-17
526,-17
527,-17
528,-17
529,-17
530,-17
531,-17
532,-17
533,-17
534,-17
535,-17
536,-17
537,-17
538,-17
539,-17
540,-17
541,-17
542,-17
543,-17
544,-17
545,-17
546,-17
547,-17
548,-17
549,-17
550,-17
551,-17
552,-17
553,-17
554,-17
555,-17
556,-17
557,-17
558,-17
559,-17
560,-17
561,-17
562,-18
563,-18
564,-18
565,-18
566,-18
567,-18
568,-18
569,-18
570,-18
571,-18
572,-18
573,-18
574,-18
575,-18
576,-18
577,-18
578,-18
579,-18
580,-18
581,-18
582,-18
583,-18
584,-18
585,-18
586,-18
587,-18
588,-18
589,-18
590,-18
591,-18
592,-18
593,-18
594,-18
595,-18
596,-18
597,-18
598,-18
599,-18
600,-18
601,-18
602,-18
603,-18
604,-18
605,-18
606,-18
607,-18
608,-18
609,-18
610,-18
611,-18
612,-18
613,-18
614,-18
615,-18
616,-18
617,-18
618,-18
619,-18
620,-18
621,-18
622,-18
623,-18
624,-18
625,-18
626,-18
627,-18
628,-18
629,-18
630,-18
631,-18
632,-18
633,-18
634,-18
635,-18
636,-18
637,-18
638,-18
639,-18
640,-18
641,-18
642,-18
643,-18
644,-18
645,-18
646,-18
647,-18
648,-18
649,-18
650,-18
651,-18
652,-18
653,-18
654,-18
655,-18
656,-18
657,-18
658,-18
659,-18
660,-18
661,-18
662,-18
663,-18
664,-18
665,-18
666,-18
667,-18
668,-18
669,-18
670,-18
671,-18
672,-18
673,-18
674,-18
675,-18
676,-18
677,-18
678,-18
679,-18
680,-18
681,-18
682,-18
683,-18
684,-18
685,-18
686,-18
687,-18
688,-18
689,-18
690,-18
691,-18
692,-18
693,-18
694,-18
695,-18
696,-18
697,-18
698,-18
699,-18
700,-18
701,-18
702,-18
703,-18
704,-18
705,-18
706,-18
707,-18
708,-18
709,-18
710,-18
711,-18
712,-18
713,-18
714,-18
715,-18
716,-18
717,-18
718,-18
719,-18
720,-18
721,-18
722,-18
723,-18
724,-18
725,-18
726,-18
727,-18
728,-18
729,-18
730,-18
731,-18
732,-18
733,-18
734,-18
735,-18
736,-18
737,-18
738,-18
739,-18
740,-18
741,-18
742,-18
743,-18
744,-18
745,-18
746,-18
747,-18
748,-18
749,-18
750,-18
751,-18
752,-18
753,-18
754,-18
755,-18
756,-18
757,-18
758,-18
759,-18
760,-18
761,-18
762,-18
763,-18
764,-18
765,-18
766,-18
767,-18
768,-18
769,-18
770,-18
771,-18
772,-18
773,-18
774,-18
775,-18
776,-18
777,-18
778,-18
779,-18
780,-18
781,-18
782,-18
783,-18
784,-18
785,-18
786,-18
787,-18
788,-18
789,-18
790,-18
791,-18
792,-18
793,-18
794,-18
795,-18
796,-18
797,-18
798,-18
799,-18
800,-18
801,-18
802,-18
803,-18
804,-18
805,-18
806,-18
807,-18
808,-18
809,-18
810,-18
811,-18
812,-18
813,-18
814,-18
815,-18
816,-18
817,-18
818,-18
819,-18
820,-18
821,-18
822,-18
823,-18
824,-18
825,-18
826,-18
827,-18
828,-18
829,-18
830,-18
831,-18
832,-18
833,-18
834,-18
835,-18
836,-18
837,-18
838,-18
839,-18
840,-18
841,-18
842,-18
843,-18
844,-18
845,-18
846,-18
847,-18
848,-18
849,-18
850,-18
851,-18
852,-18
853,-18
854,-18
855,-18
856,-18
857,-18
858,-18
859,-18
860,-18
861,-18
862,-18
863,-18
864,-18
865,-18
866,-18
867,-18
868,-18
869,-18
870,-18
871,-18
872,-18
873,-18
874,-18
875,-18
876,-18
877,-18
878,-18
879,-18
880,-18
881,-18
882,-18
883,-18
884,-18
885,-18
886,-18
887,-18
888,-18
889,-18
890,-18
891,-18
892,-18
893,-18
894,-18
895,-18
896,-18
897,-18
898,-18
899,-18
900,-18
901,-18
902,-18
903,-18
904,-18
905,-18
906,-18
907,-18
908,-18
909,-18
910,-18
911,-18
912,-18
913,-18
914,-18
915,-18
916,-18
917,-18
918,-18
919,-18
920,-18
921,-18
922,-18
923,-18
924,-18
925,-18
926,-18
927,-18
928,-18
929,-18
930,-18
931,-18
932,-18
933,-18
934,-18
935,-18
936,-18
937,-18
938,-18
939,-18
940,-18
941,-18
942,-18
943,-18
944,-18
945,-18
946,-18
947,-18
948,-18
949,-18
950,-18
951,-18
952,-18
953,-18
954,-18
955,-18
956,-18
957,-18
958,-18
959,-18
960,-18
961,-18
962,-18
963,-18
964,-18
965,-18
966,-18
967,-18
968,-18
969,-18
970,-18
971,-18
972,-18
973,-18
974,-18
975,-18
976,-18
977,-18
978,-18
979,-18
980,-18
981,-18
982,-18
983,-18
984,-18
985,-18
986,-18
987,-18
988,-18
989,-18
990,-18
991,-18
992,-18
993,-18
994,-18
995,-18
996,-18
997,-18
998,-18
999,-18
1000,-18
