Experiment5: ,"Straight, 3d, sequence 4, it: 1000"
423,-12
424,-12
425,-12
426,-12
427,-12
428,-12
429,-12
430,-12
431,-12
432,-12
433,-12
434,-12
435,-12
436,-12
437,-12
438,-12
439,-12
440,-12
441,-12
442,-12
443,-12
444,-12
445,-12
446,-12
447,-12
448,-12
449,-12
450,-12
451,-12
452,-12
453,-12
454,-12
455,-12
456,-12
457,-12
458,-12
459,-12
460,-12
461,-12
462,-12
463,-12
464,-12
465,-12
466,-12
467,-12
468,-12
469,-12
470,-12
471,-12
472,-12
473,-12
474,-12
475,-12
476,-12
477,-12
478,-12
479,-12
480,-12
481,-12
482,-12
483,-12
484,-12
485,-12
486,-12
487,-12
488,-12
489,-12
490,-12
491,-12
492,-12
493,-12
494,-12
495,-12
496,-12
497,-12
498,-12
499,-12
500,-12
501,-12
502,-12
503,-12
504,-12
505,-12
506,-12
507,-12
508,-12
509,-12
510,-12
511,-12
512,-12
513,-12
514,-12
515,-12
516,-12
517,-12
518,-12
519,-12
520,-12
521,-12
522,-12
523,-12
524,-12
525,-12
526,-12
527,-12
528,-12
529,-12
530,-12
531,-12
532,-12
533,-12
534,-12
535,-12
536,-12
537,-12
538,-12
539,-12
540,-12
541,-12
542,-12
543,-12
544,-12
545,-12
546,-12
547,-12
548,-12
549,-12
550,-12
551,-12
552,-12
553,-12
554,-12
555,-12
556,-12
557,-12
558,-12
559,-12
560,-12
561,-12
562,-12
563,-12
564,-12
565,-12
566,-12
567,-12
568,-12
569,-12
570,-12
571,-12
572,-12
573,-12
574,-12
575,-12
576,-12
577,-12
578,-12
579,-12
580,-12
581,-12
582,-12
583,-12
584,-12
585,-12
586,-12
587,-12
588,-12
589,-12
590,-12
591,-12
592,-12
593,-12
594,-12
595,-12
596,-12
597,-12
598,-12
599,-12
600,-12
601,-12
602,-12
603,-12
604,-12
605,-12
606,-12
607,-12
608,-12
609,-12
610,-12
611,-12
612,-12
613,-12
614,-12
615,-12
616,-12
617,-12
618,-12
619,-12
620,-12
621,-12
622,-12
623,-12
624,-12
625,-12
626,-12
627,-12
628,-12
629,-12
630,-12
631,-12
632,-12
633,-12
634,-12
635,-12
636,-12
637,-12
638,-12
639,-12
640,-12
641,-12
642,-12
643,-12
644,-12
645,-12
646,-12
647,-12
648,-12
649,-12
650,-12
651,-12
652,-12
653,-12
654,-12
655,-12
656,-12
657,-12
658,-12
659,-12
660,-12
661,-12
662,-12
663,-12
664,-12
665,-12
666,-12
667,-12
668,-12
669,-12
670,-12
671,-12
672,-12
673,-12
674,-12
675,-12
676,-12
677,-12
678,-12
679,-12
680,-12
681,-12
682,-12
683,-12
684,-12
685,-12
686,-12
687,-12
688,-12
689,-12
690,-12
691,-12
692,-12
693,-12
694,-12
695,-12
696,-12
697,-12
698,-12
699,-12
700,-12
701,-12
702,-12
703,-12
704,-12
705,-12
706,-12
707,-12
708,-12
709,-12
710,-12
711,-12
712,-12
713,-12
714,-12
715,-12
716,-12
717,-12
718,-12
719,-12
720,-12
721,-12
722,-12
723,-12
724,-12
725,-12
726,-12
727,-12
728,-12
729,-12
730,-12
731,-12
732,-12
733,-12
734,-12
735,-12
736,-12
737,-12
738,-12
739,-12
740,-12
741,-12
742,-12
743,-12
744,-12
745,-12
746,-12
747,-13
748,-13
749,-13
750,-13
751,-13
752,-13
753,-13
754,-13
755,-13
756,-13
757,-13
758,-13
759,-13
760,-13
761,-13
762,-13
763,-13
764,-13
765,-13
766,-13
767,-13
768,-13
769,-13
770,-13
771,-13
772,-13
773,-13
774,-13
775,-13
776,-13
777,-13
778,-13
779,-13
780,-13
781,-13
782,-13
783,-13
784,-13
785,-13
786,-13
787,-13
788,-13
789,-13
790,-13
791,-13
792,-13
793,-13
794,-13
795,-13
796,-13
797,-13
798,-13
799,-13
800,-13
801,-13
802,-13
803,-13
804,-13
805,-13
806,-13
807,-13
808,-13
809,-13
810,-13
811,-13
812,-13
813,-13
814,-13
815,-13
816,-13
817,-13
818,-13
819,-13
820,-13
821,-13
822,-13
823,-13
824,-13
825,-13
826,-13
827,-13
828,-13
829,-13
830,-13
831,-13
832,-13
833,-13
834,-13
835,-13
836,-13
837,-13
838,-13
839,-13
840,-13
841,-13
842,-13
843,-13
844,-13
845,-13
846,-13
847,-13
848,-13
849,-13
850,-13
851,-13
852,-13
853,-13
854,-13
855,-13
856,-13
857,-13
858,-13
859,-13
860,-13
861,-13
862,-13
863,-13
864,-13
865,-13
866,-13
867,-13
868,-13
869,-13
870,-13
871,-13
872,-13
873,-13
874,-13
875,-13
876,-13
877,-13
878,-13
879,-13
880,-13
881,-13
882,-13
883,-13
884,-13
885,-13
886,-13
887,-13
888,-13
889,-13
890,-13
891,-13
892,-13
893,-13
894,-13
895,-13
896,-13
897,-13
898,-13
899,-13
900,-13
901,-13
902,-13
903,-13
904,-13
905,-13
906,-13
907,-13
908,-13
909,-13
910,-13
911,-13
912,-13
913,-13
914,-13
915,-13
916,-13
917,-13
918,-13
919,-13
920,-13
921,-13
922,-13
923,-13
924,-13
925,-13
926,-13
927,-13
928,-13
929,-13
930,-13
931,-13
932,-13
933,-13
934,-13
935,-13
936,-13
937,-13
938,-13
939,-13
940,-13
941,-13
942,-13
943,-13
944,-13
945,-13
946,-13
947,-13
948,-13
949,-13
950,-13
951,-13
952,-13
953,-13
954,-13
955,-13
956,-13
957,-13
958,-13
959,-13
960,-13
961,-13
962,-13
963,-13
964,-13
965,-13
966,-13
967,-13
968,-13
969,-13
970,-13
971,-13
972,-13
973,-13
974,-13
975,-13
976,-13
977,-13
978,-13
979,-13
980,-13
981,-13
982,-13
983,-13
984,-13
985,-13
986,-13
987,-13
988,-13
989,-13
990,-13
991,-13
992,-13
993,-13
994,-13
995,-13
996,-13
997,-13
998,-13
999,-13
1000,-13
