Experiment7: ,"Random, 3d, sequence 4, it: 1000"
541,-17
542,-17
543,-17
544,-17
545,-17
546,-17
547,-17
548,-17
549,-17
550,-17
551,-17
552,-17
553,-17
554,-17
555,-17
556,-17
557,-17
558,-17
559,-17
560,-17
561,-17
562,-17
563,-17
564,-17
565,-17
566,-17
567,-17
568,-17
569,-17
570,-17
571,-17
572,-17
573,-17
574,-17
575,-17
576,-17
577,-17
578,-17
579,-17
580,-17
581,-17
582,-17
583,-17
584,-17
585,-17
586,-17
587,-17
588,-17
589,-17
590,-17
591,-17
592,-17
593,-17
594,-17
595,-17
596,-17
597,-17
598,-17
599,-17
600,-17
601,-17
602,-17
603,-17
604,-17
605,-17
606,-17
607,-17
608,-17
609,-17
610,-17
611,-17
612,-17
613,-17
614,-17
615,-17
616,-17
617,-17
618,-17
619,-17
620,-17
621,-17
622,-17
623,-17
624,-17
625,-17
626,-17
627,-17
628,-17
629,-17
630,-17
631,-17
632,-17
633,-17
634,-17
635,-17
636,-17
637,-17
638,-17
639,-17
640,-17
641,-17
642,-17
643,-17
644,-17
645,-17
646,-17
647,-17
648,-17
649,-17
650,-17
651,-17
652,-17
653,-17
654,-17
655,-17
656,-17
657,-17
658,-17
659,-17
660,-17
661,-17
662,-17
663,-17
664,-17
665,-17
666,-17
667,-17
668,-17
669,-17
670,-17
671,-17
672,-17
673,-17
674,-17
675,-17
676,-17
677,-17
678,-17
679,-17
680,-17
681,-17
682,-17
683,-17
684,-17
685,-17
686,-17
687,-17
688,-17
689,-17
690,-17
691,-17
692,-19
693,-19
694,-19
695,-19
696,-19
697,-19
698,-19
699,-19
700,-19
701,-19
702,-19
703,-19
704,-19
705,-19
706,-19
707,-19
708,-19
709,-19
710,-19
711,-19
712,-19
713,-19
714,-19
715,-19
716,-19
717,-19
718,-19
719,-19
720,-19
721,-19
722,-19
723,-19
724,-19
725,-19
726,-19
727,-19
728,-19
729,-19
730,-19
731,-19
732,-19
733,-19
734,-19
735,-19
736,-19
737,-19
738,-19
739,-19
740,-19
741,-19
742,-19
743,-19
744,-19
745,-19
746,-19
747,-19
748,-19
749,-19
750,-19
751,-19
752,-19
753,-19
754,-19
755,-19
756,-19
757,-19
758,-19
759,-19
760,-19
761,-19
762,-19
763,-19
764,-19
765,-19
766,-19
767,-19
768,-19
769,-19
770,-19
771,-19
772,-19
773,-19
774,-19
775,-19
776,-19
777,-19
778,-19
779,-19
780,-19
781,-19
782,-19
783,-19
784,-19
785,-19
786,-19
787,-19
788,-19
789,-19
790,-19
791,-19
792,-19
793,-19
794,-19
795,-19
796,-19
797,-19
798,-19
799,-19
800,-19
801,-19
802,-19
803,-19
804,-19
805,-19
806,-19
807,-19
808,-19
809,-19
810,-19
811,-19
812,-19
813,-19
814,-19
815,-19
816,-19
817,-19
818,-19
819,-19
820,-19
821,-19
822,-19
823,-19
824,-19
825,-19
826,-19
827,-19
828,-19
829,-19
830,-19
831,-19
832,-19
833,-19
834,-19
835,-19
836,-19
837,-19
838,-19
839,-19
840,-19
841,-19
842,-19
843,-19
844,-19
845,-20
846,-20
847,-20
848,-20
849,-20
850,-20
851,-20
852,-20
853,-20
854,-20
855,-20
856,-20
857,-20
858,-20
859,-20
860,-20
861,-20
862,-20
863,-20
864,-20
865,-20
866,-20
867,-20
868,-20
869,-20
870,-20
871,-20
872,-20
873,-20
874,-20
875,-20
876,-20
877,-20
878,-20
879,-20
880,-20
881,-20
882,-20
883,-20
884,-20
885,-20
886,-20
887,-20
888,-20
889,-20
890,-20
891,-20
892,-20
893,-20
894,-20
895,-20
896,-20
897,-20
898,-20
899,-20
900,-20
901,-20
902,-20
903,-20
904,-20
905,-20
906,-20
907,-20
908,-20
909,-20
910,-20
911,-20
912,-20
913,-20
914,-20
915,-20
916,-20
917,-20
918,-20
919,-20
920,-20
921,-20
922,-20
923,-20
924,-20
925,-20
926,-20
927,-20
928,-20
929,-20
930,-20
931,-20
932,-20
933,-20
934,-20
935,-20
936,-20
937,-20
938,-20
939,-20
940,-20
941,-20
942,-20
943,-20
944,-20
945,-20
946,-20
947,-20
948,-20
949,-20
950,-20
951,-20
952,-20
953,-20
954,-20
955,-20
956,-20
957,-20
958,-20
959,-20
960,-20
961,-20
962,-20
963,-20
964,-20
965,-20
966,-20
967,-20
968,-20
969,-20
970,-20
971,-20
972,-20
973,-20
974,-20
975,-20
976,-20
977,-20
978,-20
979,-20
980,-20
981,-20
982,-20
983,-20
984,-20
985,-20
986,-20
987,-20
988,-20
989,-20
990,-20
991,-20
992,-20
993,-20
994,-20
995,-20
996,-20
997,-20
998,-20
999,-20
1000,-20
