Experiment8: ,"Depth, 3d, sequence 4, it: 1000"
839,-21
840,-21
841,-21
842,-21
843,-21
844,-21
845,-21
846,-21
847,-21
848,-21
849,-21
850,-21
851,-21
852,-21
853,-21
854,-21
855,-21
856,-21
857,-21
858,-21
859,-21
860,-21
861,-21
862,-21
863,-21
864,-21
865,-21
866,-21
867,-21
868,-21
869,-21
870,-21
871,-21
872,-21
873,-21
874,-21
875,-21
876,-21
877,-21
878,-21
879,-21
880,-21
881,-21
882,-21
883,-21
884,-21
885,-21
886,-21
887,-21
888,-21
889,-21
890,-21
891,-21
892,-21
893,-21
894,-21
895,-21
896,-21
897,-21
898,-21
899,-21
900,-21
901,-21
902,-21
903,-21
904,-21
905,-21
906,-21
907,-21
908,-21
909,-21
910,-21
911,-21
912,-21
913,-21
914,-21
915,-21
916,-21
917,-21
918,-21
919,-21
920,-21
921,-21
922,-21
923,-21
924,-21
925,-21
926,-21
927,-21
928,-21
929,-21
930,-21
931,-21
932,-21
933,-21
934,-21
935,-21
936,-21
937,-21
938,-21
939,-21
940,-21
941,-21
942,-21
943,-21
944,-21
945,-21
946,-21
947,-21
948,-21
949,-21
950,-21
951,-21
952,-21
953,-21
954,-21
955,-21
956,-21
957,-21
958,-21
959,-21
960,-21
961,-21
962,-21
963,-21
964,-21
965,-21
966,-21
967,-21
968,-21
969,-21
970,-21
971,-21
972,-21
973,-21
974,-21
975,-21
976,-21
977,-21
978,-21
979,-21
980,-21
981,-21
982,-21
983,-21
984,-21
985,-21
986,-21
987,-21
988,-21
989,-21
990,-21
991,-21
992,-21
993,-21
994,-21
995,-21
996,-21
997,-21
998,-21
999,-21
1000,-21
