Experiment9: ,"Straight, 3d, sequence 8, it: 1000"
422,-21
423,-21
424,-21
425,-21
426,-21
427,-21
428,-21
429,-21
430,-21
431,-21
432,-21
433,-21
434,-21
435,-21
436,-21
437,-21
438,-21
439,-21
440,-21
441,-21
442,-21
443,-21
444,-21
445,-21
446,-21
447,-21
448,-21
449,-21
450,-21
451,-21
452,-21
453,-21
454,-21
455,-21
456,-25
457,-25
458,-25
459,-25
460,-25
461,-25
462,-25
463,-25
464,-25
465,-25
466,-25
467,-25
468,-25
469,-25
470,-25
471,-25
472,-25
473,-25
474,-25
475,-25
476,-25
477,-25
478,-25
479,-25
480,-25
481,-25
482,-25
483,-25
484,-25
485,-25
486,-25
487,-25
488,-25
489,-25
490,-25
491,-25
492,-25
493,-25
494,-25
495,-25
496,-25
497,-25
498,-25
499,-25
500,-25
501,-25
502,-25
503,-25
504,-25
505,-25
506,-25
507,-25
508,-25
509,-25
510,-25
511,-25
512,-25
513,-27
514,-27
515,-27
516,-27
517,-27
518,-27
519,-27
520,-27
521,-27
522,-27
523,-27
524,-27
525,-27
526,-27
527,-27
528,-27
529,-27
530,-27
531,-27
532,-27
533,-27
534,-27
535,-27
536,-27
537,-27
538,-27
539,-27
540,-27
541,-27
542,-27
543,-27
544,-27
545,-27
546,-27
547,-27
548,-27
549,-27
550,-27
551,-27
552,-27
553,-27
554,-27
555,-27
556,-27
557,-27
558,-27
559,-27
560,-27
561,-27
562,-27
563,-27
564,-27
565,-27
566,-27
567,-27
568,-27
569,-27
570,-27
571,-27
572,-27
573,-27
574,-27
575,-27
576,-27
577,-27
578,-27
579,-27
580,-27
581,-27
582,-27
583,-27
584,-27
585,-27
586,-27
587,-27
588,-27
589,-27
590,-27
591,-27
592,-27
593,-27
594,-27
595,-27
596,-27
597,-27
598,-27
599,-27
600,-27
601,-27
602,-27
603,-27
604,-27
605,-27
606,-27
607,-27
608,-27
609,-27
610,-27
611,-27
612,-27
613,-27
614,-27
615,-27
616,-27
617,-27
618,-27
619,-27
620,-27
621,-27
622,-27
623,-27
624,-27
625,-27
626,-27
627,-27
628,-27
629,-27
630,-27
631,-27
632,-27
633,-27
634,-27
635,-27
636,-27
637,-27
638,-27
639,-27
640,-27
641,-27
642,-27
643,-27
644,-27
645,-27
646,-27
647,-27
648,-27
649,-27
650,-27
651,-27
652,-27
653,-27
654,-27
655,-27
656,-27
657,-27
658,-27
659,-27
660,-27
661,-27
662,-27
663,-27
664,-27
665,-27
666,-27
667,-27
668,-27
669,-27
670,-27
671,-27
672,-27
673,-27
674,-27
675,-27
676,-27
677,-27
678,-27
679,-27
680,-27
681,-27
682,-27
683,-27
684,-27
685,-27
686,-27
687,-27
688,-27
689,-27
690,-27
691,-27
692,-27
693,-27
694,-27
695,-27
696,-27
697,-27
698,-27
699,-27
700,-27
701,-27
702,-27
703,-27
704,-27
705,-27
706,-27
707,-27
708,-27
709,-27
710,-27
711,-27
712,-27
713,-27
714,-27
715,-27
716,-27
717,-27
718,-27
719,-27
720,-27
721,-27
722,-27
723,-27
724,-27
725,-27
726,-27
727,-28
728,-28
729,-28
730,-28
731,-28
732,-28
733,-28
734,-28
735,-28
736,-28
737,-28
738,-28
739,-28
740,-28
741,-28
742,-28
743,-28
744,-28
745,-28
746,-28
747,-28
748,-28
749,-28
750,-28
751,-28
752,-28
753,-28
754,-28
755,-28
756,-28
757,-28
758,-28
759,-28
760,-28
761,-28
762,-28
763,-28
764,-28
765,-28
766,-28
767,-28
768,-28
769,-28
770,-28
771,-28
772,-28
773,-28
774,-28
775,-28
776,-28
777,-28
778,-28
779,-28
780,-28
781,-28
782,-28
783,-28
784,-28
785,-28
786,-28
787,-28
788,-28
789,-28
790,-28
791,-28
792,-28
793,-28
794,-28
795,-28
796,-28
797,-28
798,-28
799,-28
800,-28
801,-28
802,-28
803,-28
804,-28
805,-28
806,-28
807,-28
808,-28
809,-28
810,-28
811,-28
812,-28
813,-28
814,-28
815,-28
816,-28
817,-28
818,-28
819,-28
820,-28
821,-28
822,-28
823,-28
824,-28
825,-28
826,-28
827,-28
828,-28
829,-28
830,-28
831,-28
832,-28
833,-28
834,-28
835,-28
836,-28
837,-28
838,-28
839,-28
840,-28
841,-28
842,-28
843,-28
844,-28
845,-28
846,-28
847,-28
848,-28
849,-28
850,-28
851,-28
852,-28
853,-28
854,-28
855,-28
856,-28
857,-28
858,-28
859,-28
860,-28
861,-28
862,-28
863,-28
864,-28
865,-28
866,-28
867,-28
868,-28
869,-28
870,-28
871,-28
872,-28
873,-28
874,-28
875,-28
876,-28
877,-28
878,-28
879,-28
880,-28
881,-28
882,-28
883,-28
884,-28
885,-28
886,-28
887,-28
888,-28
889,-28
890,-28
891,-28
892,-28
893,-28
894,-28
895,-28
896,-28
897,-28
898,-28
899,-29
900,-29
901,-29
902,-29
903,-29
904,-29
905,-29
906,-29
907,-29
908,-29
909,-29
910,-29
911,-29
912,-29
913,-29
914,-29
915,-29
916,-29
917,-29
918,-29
919,-29
920,-29
921,-29
922,-29
923,-29
924,-29
925,-29
926,-29
927,-29
928,-29
929,-29
930,-29
931,-29
932,-29
933,-29
934,-29
935,-29
936,-29
937,-29
938,-29
939,-29
940,-29
941,-29
942,-29
943,-29
944,-29
945,-29
946,-29
947,-29
948,-29
949,-29
950,-29
951,-29
952,-29
953,-29
954,-29
955,-29
956,-29
957,-29
958,-29
959,-29
960,-29
961,-29
962,-29
963,-29
964,-29
965,-29
966,-29
967,-29
968,-29
969,-29
970,-29
971,-29
972,-29
973,-29
974,-29
975,-29
976,-29
977,-29
978,-29
979,-29
980,-29
981,-29
982,-29
983,-29
984,-29
985,-29
986,-29
987,-29
988,-29
989,-29
990,-29
991,-29
992,-29
993,-29
994,-29
995,-29
996,-29
997,-29
998,-29
999,-29
1000,-29
