Experiment12: ,"Random, 3d, sequence 7, it: 1000"
228,-23
229,-23
230,-23
231,-23
232,-23
233,-23
234,-23
235,-23
236,-23
237,-23
238,-23
239,-23
240,-23
241,-23
242,-23
243,-23
244,-23
245,-23
246,-23
247,-23
248,-23
249,-23
250,-23
251,-23
252,-23
253,-23
254,-23
255,-23
256,-23
257,-23
258,-23
259,-23
260,-23
261,-23
262,-23
263,-23
264,-23
265,-23
266,-23
267,-23
268,-23
269,-23
270,-23
271,-23
272,-23
273,-23
274,-23
275,-23
276,-23
277,-23
278,-23
279,-23
280,-23
281,-23
282,-23
283,-23
284,-23
285,-23
286,-23
287,-23
288,-23
289,-23
290,-23
291,-23
292,-23
293,-23
294,-23
295,-23
296,-23
297,-23
298,-23
299,-23
300,-23
301,-23
302,-23
303,-23
304,-23
305,-23
306,-23
307,-23
308,-23
309,-23
310,-23
311,-23
312,-23
313,-23
314,-23
315,-23
316,-23
317,-23
318,-23
319,-23
320,-23
321,-23
322,-23
323,-23
324,-23
325,-23
326,-23
327,-23
328,-23
329,-23
330,-23
331,-23
332,-23
333,-23
334,-23
335,-23
336,-23
337,-23
338,-23
339,-23
340,-23
341,-23
342,-23
343,-23
344,-23
345,-23
346,-23
347,-23
348,-23
349,-23
350,-23
351,-23
352,-23
353,-23
354,-23
355,-23
356,-23
357,-23
358,-23
359,-23
360,-23
361,-23
362,-23
363,-23
364,-23
365,-23
366,-23
367,-23
368,-23
369,-23
370,-23
371,-23
372,-23
373,-23
374,-23
375,-23
376,-23
377,-23
378,-23
379,-23
380,-23
381,-23
382,-23
383,-23
384,-23
385,-23
386,-23
387,-23
388,-23
389,-23
390,-23
391,-23
392,-23
393,-23
394,-23
395,-23
396,-23
397,-23
398,-23
399,-23
400,-23
401,-23
402,-23
403,-23
404,-23
405,-23
406,-23
407,-23
408,-23
409,-23
410,-23
411,-23
412,-23
413,-23
414,-23
415,-23
416,-23
417,-23
418,-23
419,-23
420,-23
421,-23
422,-23
423,-23
424,-23
425,-23
426,-23
427,-23
428,-23
429,-23
430,-23
431,-23
432,-23
433,-23
434,-23
435,-23
436,-23
437,-23
438,-23
439,-23
440,-23
441,-23
442,-23
443,-23
444,-23
445,-23
446,-23
447,-23
448,-23
449,-23
450,-23
451,-23
452,-23
453,-23
454,-23
455,-23
456,-23
457,-23
458,-23
459,-23
460,-23
461,-23
462,-23
463,-23
464,-23
465,-23
466,-23
467,-23
468,-23
469,-23
470,-23
471,-23
472,-23
473,-23
474,-23
475,-23
476,-23
477,-23
478,-23
479,-23
480,-23
481,-23
482,-23
483,-23
484,-23
485,-23
486,-23
487,-23
488,-23
489,-23
490,-23
491,-23
492,-23
493,-23
494,-23
495,-23
496,-23
497,-23
498,-23
499,-23
500,-23
501,-23
502,-23
503,-23
504,-23
505,-23
506,-23
507,-23
508,-23
509,-23
510,-23
511,-23
512,-23
513,-23
514,-23
515,-23
516,-23
517,-23
518,-23
519,-23
520,-23
521,-23
522,-23
523,-23
524,-23
525,-23
526,-23
527,-23
528,-23
529,-23
530,-23
531,-23
532,-23
533,-23
534,-23
535,-23
536,-23
537,-23
538,-23
539,-23
540,-23
541,-23
542,-23
543,-23
544,-23
545,-23
546,-23
547,-23
548,-23
549,-23
550,-23
551,-23
552,-23
553,-23
554,-23
555,-23
556,-23
557,-23
558,-23
559,-23
560,-23
561,-23
562,-23
563,-23
564,-23
565,-23
566,-23
567,-23
568,-23
569,-23
570,-23
571,-23
572,-23
573,-23
574,-23
575,-23
576,-23
577,-23
578,-23
579,-23
580,-23
581,-23
582,-23
583,-23
584,-23
585,-23
586,-23
587,-23
588,-23
589,-23
590,-23
591,-23
592,-23
593,-23
594,-23
595,-23
596,-23
597,-23
598,-23
599,-23
600,-23
601,-23
602,-23
603,-23
604,-23
605,-23
606,-23
607,-23
608,-23
609,-23
610,-23
611,-23
612,-23
613,-23
614,-23
615,-23
616,-23
617,-23
618,-23
619,-23
620,-23
621,-23
622,-23
623,-23
624,-23
625,-23
626,-23
627,-23
628,-23
629,-23
630,-23
631,-23
632,-23
633,-23
634,-23
635,-23
636,-23
637,-23
638,-23
639,-23
640,-23
641,-23
642,-23
643,-23
644,-23
645,-23
646,-23
647,-23
648,-23
649,-23
650,-23
651,-23
652,-23
653,-23
654,-23
655,-23
656,-23
657,-23
658,-23
659,-23
660,-23
661,-23
662,-23
663,-23
664,-23
665,-23
666,-23
667,-23
668,-23
669,-23
670,-23
671,-23
672,-23
673,-23
674,-23
675,-23
676,-23
677,-23
678,-23
679,-23
680,-23
681,-23
682,-23
683,-23
684,-23
685,-23
686,-23
687,-23
688,-23
689,-23
690,-23
691,-23
692,-23
693,-23
694,-23
695,-23
696,-23
697,-23
698,-23
699,-23
700,-23
701,-23
702,-23
703,-23
704,-23
705,-23
706,-23
707,-23
708,-23
709,-23
710,-23
711,-23
712,-23
713,-23
714,-23
715,-23
716,-23
717,-23
718,-23
719,-23
720,-23
721,-23
722,-23
723,-23
724,-23
725,-23
726,-23
727,-23
728,-23
729,-23
730,-23
731,-23
732,-23
733,-23
734,-23
735,-23
736,-23
737,-23
738,-23
739,-23
740,-23
741,-23
742,-23
743,-23
744,-23
745,-23
746,-23
747,-23
748,-23
749,-23
750,-23
751,-23
752,-23
753,-23
754,-23
755,-23
756,-23
757,-23
758,-23
759,-23
760,-23
761,-23
762,-23
763,-23
764,-23
765,-23
766,-23
767,-23
768,-23
769,-23
770,-23
771,-23
772,-23
773,-23
774,-23
775,-23
776,-23
777,-23
778,-23
779,-23
780,-23
781,-23
782,-23
783,-23
784,-23
785,-23
786,-23
787,-23
788,-23
789,-23
790,-23
791,-23
792,-23
793,-23
794,-23
795,-23
796,-23
797,-23
798,-23
799,-23
800,-23
801,-23
802,-23
803,-23
804,-23
805,-23
806,-23
807,-23
808,-23
809,-23
810,-23
811,-23
812,-23
813,-23
814,-23
815,-23
816,-23
817,-23
818,-23
819,-23
820,-23
821,-23
822,-23
823,-23
824,-23
825,-23
826,-23
827,-23
828,-23
829,-23
830,-23
831,-23
832,-23
833,-23
834,-23
835,-23
836,-23
837,-23
838,-23
839,-23
840,-23
841,-23
842,-23
843,-23
844,-23
845,-23
846,-23
847,-23
848,-23
849,-23
850,-23
851,-23
852,-23
853,-23
854,-23
855,-23
856,-23
857,-23
858,-23
859,-23
860,-23
861,-23
862,-23
863,-23
864,-23
865,-23
866,-23
867,-23
868,-23
869,-23
870,-23
871,-23
872,-23
873,-23
874,-23
875,-23
876,-23
877,-23
878,-23
879,-23
880,-23
881,-23
882,-23
883,-23
884,-23
885,-23
886,-23
887,-23
888,-23
889,-23
890,-23
891,-23
892,-23
893,-23
894,-23
895,-23
896,-23
897,-23
898,-23
899,-23
900,-23
901,-23
902,-23
903,-23
904,-23
905,-23
906,-23
907,-23
908,-23
909,-23
910,-23
911,-23
912,-23
913,-23
914,-23
915,-23
916,-23
917,-23
918,-23
919,-23
920,-23
921,-23
922,-23
923,-23
924,-23
925,-23
926,-23
927,-23
928,-23
929,-23
930,-23
931,-23
932,-23
933,-23
934,-23
935,-23
936,-23
937,-23
938,-23
939,-23
940,-23
941,-23
942,-23
943,-23
944,-23
945,-23
946,-23
947,-23
948,-23
949,-23
950,-23
951,-23
952,-23
953,-23
954,-23
955,-23
956,-23
957,-23
958,-23
959,-23
960,-23
961,-23
962,-23
963,-23
964,-23
965,-23
966,-23
967,-23
968,-23
969,-23
970,-23
971,-23
972,-23
973,-23
974,-23
975,-23
976,-23
977,-23
978,-23
979,-23
980,-23
981,-23
982,-23
983,-23
984,-23
985,-23
986,-23
987,-23
988,-23
989,-23
990,-23
991,-23
992,-23
993,-23
994,-23
995,-23
996,-23
997,-23
998,-23
999,-23
1000,-23
