iterations,mean
0,0
1,0
2,0
391,-5,2
392,-5,2
393,-5,2
394,-5,2
395,-5,2
396,-5,2
397,-5,2
398,-5,2
399,-5,2
400,-5,2
401,-5,2
402,-5,2
403,-5,2
404,-5,2
405,-5,2
406,-5,2
407,-5,2
408,-5,2
409,-5,2
410,-5,2
411,-5,2
412,-5,2
413,-5,2
414,-5,2
415,-5,2
416,-5,2
417,-5,2
418,-5,2
419,-5,2
420,-5,2
421,-5,2
422,-5,2
423,-5,2
424,-5,2
425,-5,2
426,-5,2
427,-5,2
428,-5,2
429,-5,2
430,-5,2
431,-5,2
432,-5,2
433,-5,2
434,-5,2
435,-5,2
436,-5,2
437,-5,2
438,-5,2
439,-5,2
440,-5,2
441,-5,2
442,-5,2
443,-5,2
444,-5,2
445,-5,2
446,-5,2
447,-5,2
448,-5,2
449,-5,2
450,-5,2
451,-5,2
452,-5,2
453,-5,2
454,-5,2
455,-5,2
456,-5,2
457,-5,2
458,-5,2
459,-5,2
460,-5,2
461,-5,2
462,-5,2
463,-5,2
464,-5,2
465,-5,2
466,-5,2
467,-5,2
468,-5,2
469,-5,2
470,-5,2
471,-5,2
472,-5,2
473,-5,2
474,-5,2
475,-5,2
476,-5,2
477,-5,2
478,-5,2
479,-5,2
480,-5,2
481,-5,2
482,-5,2
483,-5,2
484,-5,2
485,-5,2
486,-5,2
487,-5,2
488,-5,2
489,-5,2
490,-5,2
491,-5,2
492,-5,2
493,-5,2
494,-5,2
495,-5,2
496,-5,2
497,-5,2
498,-5,2
499,-5,2
500,-5,2
501,-5,2
502,-5,2
503,-5,2
504,-5,2
505,-5,2
506,-5,2
507,-5,2
508,-5,2
509,-5,2
510,-5,2
511,-5,2
512,-5,2
513,-5,2
514,-5,2
515,-5,2
516,-5,2
517,-5,2
518,-5,2
519,-5,2
520,-5,2
521,-5,2
522,-5,2
523,-5,2
524,-5,2
525,-5,2
526,-5,2
527,-5,2
528,-5,2
529,-5,2
530,-5,2
531,-5,2
532,-5,2
533,-5,2
534,-5,2
535,-5,2
536,-5,2
537,-5,2
538,-5,2
539,-5,2
540,-5,2
541,-5,2
542,-5,2
543,-5,2
544,-5,2
545,-5,2
546,-5,2
547,-5,2
548,-5,2
549,-5,2
550,-5,2
551,-5,2
552,-5,2
553,-5,2
554,-5,2
555,-5,2
556,-5,2
557,-5,2
558,-5,2
559,-5,2
560,-5,2
561,-5,2
562,-5,2
563,-5,2
564,-5,2
565,-5,2
566,-5,2
567,-5,2
568,-5,2
569,-5,2
570,-5,2
571,-5,2
572,-5,2
573,-5,2
574,-5,2
575,-5,2
576,-5,2
577,-5,2
578,-5,2
579,-5,2
580,-5,2
581,-5,2
582,-5,2
583,-5,2
584,-5,2
585,-5,2
586,-5,2
587,-5,2
588,-5,2
589,-5,2
590,-5,2
591,-5,2
592,-5,2
593,-5,2
594,-5,2
595,-5,2
596,-5,2
597,-5,2
598,-5,2
599,-5,2
600,-5,2
601,-5,2
602,-5,2
603,-5,2
604,-5,2
605,-5,2
606,-5,2
607,-5,2
608,-5,2
609,-5,2
610,-5,2
611,-5,2
612,-5,2
613,-5,2
614,-5,2
615,-5,2
616,-5,2
617,-5,2
618,-5,2
619,-5,2
620,-5,2
621,-5,2
622,-5,2
623,-5,2
624,-5,2
625,-5,2
626,-5,2
627,-5,2
628,-5,2
629,-5,2
630,-5,2
631,-5,2
632,-5,2
633,-5,2
634,-5,2
635,-5,2
636,-5,2
637,-5,2
638,-5,2
639,-5,2
640,-5,2
641,-5,2
642,-5,2
643,-5,2
644,-5,2
645,-5,2
646,-5,2
647,-5,2
648,-5,2
649,-5,2
650,-5,2
651,-5,2
652,-5,2
653,-5,2
654,-5,2
655,-5,2
656,-5,2
657,-5,2
658,-5,2
659,-5,2
660,-5,2
661,-5,2
662,-5,2
663,-5,2
664,-5,2
665,-5,2
666,-5,2
667,-5,2
668,-5,2
669,-5,2
670,-5,2
671,-5,2
672,-5,2
673,-5,2
674,-5,2
675,-5,2
676,-5,2
677,-5,2
678,-5,2
679,-5,2
680,-5,2
681,-5,2
682,-5,2
683,-5,2
684,-5,2
685,-5,2
686,-5,2
687,-5,2
688,-5,2
689,-5,2
690,-5,2
691,-5,2
692,-5,2
693,-5,2
694,-5,2
695,-5,2
696,-5,2
697,-5,2
698,-5,2
699,-5,2
700,-5,2
701,-5,2
702,-5,2
703,-5,2
704,-5,2
705,-5,2
706,-5,2
707,-5,2
708,-5,2
709,-5,2
710,-5,2
711,-5,2
712,-5,2
713,-5,2
714,-5,2
715,-5,2
716,-5,2
717,-5,2
718,-5,2
719,-5,2
720,-5,2
721,-5,2
722,-5,2
723,-5,2
724,-5,2
725,-5,2
726,-5,2
727,-5,2
728,-5,2
729,-5,2
730,-5,2
731,-5,2
732,-5,2
733,-5,2
734,-5,2
735,-5,2
736,-5,2
737,-5,2
738,-5,2
739,-5,2
740,-5,2
741,-5,2
742,-5,2
743,-5,2
744,-5,2
745,-5,2
746,-5,2
747,-5,2
748,-5,2
749,-5,2
750,-5,2
751,-5,2
752,-5,2
753,-5,2
754,-5,2
755,-5,2
756,-5,2
757,-5,2
758,-5,2
759,-5,2
760,-5,2
761,-5,2
762,-5,2
763,-5,2
764,-5,2
765,-5,2
766,-5,2
767,-5,2
768,-5,2
769,-5,2
770,-5,2
771,-5,2
772,-5,2
773,-5,2
774,-5,2
775,-5,2
776,-5,2
777,-5,2
778,-5,2
779,-5,2
780,-5,2
781,-5,4
782,-5,4
783,-5,4
784,-5,4
785,-5,4
786,-5,4
787,-5,4
788,-5,4
789,-5,4
790,-5,4
791,-5,4
792,-5,4
793,-5,4
794,-5,4
795,-5,4
796,-5,4
797,-5,4
798,-5,4
799,-5,4
800,-5,4
801,-5,4
802,-5,4
803,-5,4
804,-5,4
805,-5,4
806,-5,4
807,-5,4
808,-5,4
809,-5,4
810,-5,4
811,-5,4
812,-5,4
813,-5,4
814,-5,4
815,-5,4
816,-5,4
817,-5,4
818,-5,4
819,-5,4
820,-5,4
821,-5,4
822,-5,4
823,-5,4
824,-5,4
825,-5,4
826,-5,4
827,-5,4
828,-5,4
829,-5,4
830,-5,4
831,-5,4
832,-5,4
833,-5,4
834,-5,4
835,-5,4
836,-5,4
837,-5,4
838,-5,4
839,-5,4
840,-5,4
841,-5,4
842,-5,4
843,-5,4
844,-5,4
845,-5,4
846,-5,4
847,-5,4
848,-5,4
849,-5,4
850,-5,4
851,-5,4
852,-5,4
853,-5,4
854,-5,4
855,-5,4
856,-5,4
857,-5,4
858,-5,4
859,-5,4
860,-5,4
861,-5,4
862,-5,4
863,-5,4
864,-5,4
865,-5,4
866,-5,4
867,-5,4
868,-5,4
869,-5,4
870,-5,4
871,-5,4
872,-5,4
873,-5,4
874,-5,4
875,-5,4
876,-5,4
877,-5,4
878,-5,4
879,-5,4
880,-5,4
881,-5,4
882,-5,4
883,-5,4
884,-5,4
885,-5,4
886,-5,4
887,-5,4
888,-5,4
889,-5,4
890,-5,4
891,-5,4
892,-5,4
893,-5,4
894,-5,4
895,-5,4
896,-5,4
897,-5,4
898,-5,4
899,-5,4
900,-5,4
901,-5,4
902,-5,4
903,-5,4
904,-5,4
905,-5,4
906,-5,4
907,-5,4
908,-5,4
909,-5,4
910,-5,4
911,-5,4
912,-5,4
913,-5,4
914,-5,4
915,-5,4
916,-5,4
917,-5,4
918,-5,4
919,-5,4
920,-5,4
921,-5,4
922,-5,4
923,-5,4
924,-5,4
925,-5,4
926,-5,4
927,-5,4
928,-5,4
929,-5,4
930,-5,4
931,-5,4
932,-5,4
933,-5,4
934,-5,4
935,-5,4
936,-5,4
937,-5,4
938,-5,4
939,-5,4
940,-5,4
941,-5,4
942,-5,4
943,-5,4
944,-5,4
945,-5,4
946,-5,4
947,-5,4
948,-5,4
949,-5,4
950,-5,4
951,-5,4
952,-5,4
953,-5,4
954,-5,4
955,-5,4
956,-5,4
957,-5,4
958,-5,4
959,-5,4
960,-5,4
961,-5,4
962,-5,4
963,-5,4
964,-5,4
965,-5,4
966,-5,4
967,-5,4
968,-5,4
969,-5,4
970,-5,4
971,-5,4
972,-5,4
973,-5,4
974,-5,4
975,-5,4
976,-5,4
977,-5,4
978,-5,4
979,-5,4
980,-5,4
981,-5,4
982,-5,4
983,-5,4
984,-5,4
985,-5,4
986,-5,4
987,-5,4
988,-5,4
989,-5,4
990,-5,4
991,-5,4
992,-5,4
993,-5,4
994,-5,4
995,-5,4
996,-5,4
997,-5,4
998,-5,4
999,-5,4
1000,-5,4
