Experiment11: ,"Depth, 3d, sequence 8, it: 1000"
201,-18
202,-18
203,-18
204,-18
205,-18
206,-18
207,-18
208,-18
209,-18
210,-18
211,-18
212,-18
213,-18
214,-18
215,-18
216,-18
217,-18
218,-18
219,-18
220,-18
221,-18
222,-18
223,-18
224,-18
225,-18
226,-18
227,-18
228,-18
229,-18
230,-18
231,-18
232,-18
233,-18
234,-18
235,-18
236,-18
237,-18
238,-18
239,-18
240,-18
241,-18
242,-18
243,-18
244,-18
245,-18
246,-18
247,-18
248,-18
249,-18
250,-18
251,-18
252,-18
253,-18
254,-18
255,-18
256,-18
257,-18
258,-18
259,-18
260,-18
261,-18
262,-18
263,-18
264,-18
265,-18
266,-18
267,-18
268,-18
269,-18
270,-18
271,-18
272,-18
273,-18
274,-18
275,-18
276,-18
277,-18
278,-18
279,-18
280,-18
281,-18
282,-18
283,-18
284,-18
285,-18
286,-18
287,-18
288,-18
289,-18
290,-18
291,-18
292,-18
293,-18
294,-18
295,-18
296,-18
297,-18
298,-18
299,-18
300,-18
301,-18
302,-18
303,-18
304,-18
305,-18
306,-18
307,-18
308,-18
309,-18
310,-18
311,-18
312,-18
313,-18
314,-18
315,-18
316,-18
317,-18
318,-18
319,-18
320,-18
321,-18
322,-18
323,-18
324,-18
325,-18
326,-18
327,-18
328,-18
329,-18
330,-18
331,-18
332,-18
333,-18
334,-18
335,-18
336,-18
337,-18
338,-18
339,-18
340,-18
341,-18
342,-18
343,-18
344,-18
345,-18
346,-18
347,-18
348,-18
349,-18
350,-19
351,-19
352,-19
353,-20
354,-20
355,-20
356,-20
357,-20
358,-20
359,-20
360,-20
361,-20
362,-20
363,-20
364,-20
365,-20
366,-20
367,-20
368,-20
369,-20
370,-20
371,-20
372,-20
373,-20
374,-20
375,-20
376,-20
377,-20
378,-20
379,-20
380,-20
381,-20
382,-20
383,-20
384,-20
385,-20
386,-20
387,-20
388,-20
389,-20
390,-20
391,-20
392,-20
393,-20
394,-20
395,-20
396,-20
397,-20
398,-20
399,-20
400,-20
401,-20
402,-20
403,-20
404,-20
405,-20
406,-20
407,-20
408,-20
409,-20
410,-20
411,-20
412,-20
413,-20
414,-20
415,-20
416,-20
417,-20
418,-20
419,-20
420,-20
421,-20
422,-20
423,-20
424,-20
425,-20
426,-20
427,-20
428,-20
429,-20
430,-20
431,-20
432,-20
433,-20
434,-20
435,-20
436,-20
437,-20
438,-20
439,-20
440,-20
441,-20
442,-20
443,-20
444,-20
445,-20
446,-20
447,-20
448,-20
449,-20
450,-20
451,-20
452,-20
453,-20
454,-20
455,-20
456,-20
457,-20
458,-20
459,-20
460,-20
461,-20
462,-20
463,-20
464,-20
465,-20
466,-20
467,-20
468,-20
469,-20
470,-20
471,-20
472,-20
473,-20
474,-20
475,-20
476,-20
477,-20
478,-20
479,-20
480,-20
481,-20
482,-20
483,-20
484,-20
485,-20
486,-20
487,-20
488,-20
489,-20
490,-20
491,-20
492,-20
493,-20
494,-20
495,-20
496,-20
497,-20
498,-20
499,-20
500,-20
501,-20
502,-20
503,-20
504,-20
505,-20
506,-20
507,-20
508,-20
509,-20
510,-20
511,-20
512,-20
513,-20
514,-20
515,-20
516,-20
517,-20
518,-20
519,-20
520,-20
521,-20
522,-20
523,-20
524,-20
525,-20
526,-20
527,-20
528,-20
529,-20
530,-20
531,-20
532,-20
533,-20
534,-20
535,-20
536,-20
537,-20
538,-20
539,-20
540,-20
541,-20
542,-20
543,-20
544,-20
545,-20
546,-20
547,-20
548,-20
549,-20
550,-20
551,-20
552,-20
553,-20
554,-20
555,-20
556,-20
557,-20
558,-20
559,-20
560,-20
561,-20
562,-20
563,-20
564,-20
565,-20
566,-20
567,-20
568,-20
569,-20
570,-20
571,-20
572,-20
573,-20
574,-20
575,-20
576,-20
577,-20
578,-20
579,-20
580,-20
581,-20
582,-20
583,-20
584,-20
585,-20
586,-20
587,-20
588,-20
589,-20
590,-20
591,-20
592,-20
593,-20
594,-20
595,-20
596,-20
597,-20
598,-20
599,-20
600,-20
601,-20
602,-20
603,-20
604,-20
605,-20
606,-20
607,-20
608,-20
609,-20
610,-20
611,-20
612,-20
613,-20
614,-20
615,-20
616,-20
617,-20
618,-20
619,-20
620,-20
621,-20
622,-20
623,-20
624,-20
625,-20
626,-20
627,-20
628,-20
629,-20
630,-20
631,-20
632,-20
633,-20
634,-20
635,-20
636,-20
637,-20
638,-20
639,-20
640,-20
641,-20
642,-20
643,-20
644,-20
645,-20
646,-20
647,-20
648,-20
649,-20
650,-20
651,-20
652,-20
653,-20
654,-20
655,-20
656,-20
657,-20
658,-20
659,-20
660,-20
661,-20
662,-20
663,-20
664,-20
665,-20
666,-20
667,-20
668,-20
669,-20
670,-20
671,-20
672,-20
673,-20
674,-20
675,-20
676,-20
677,-20
678,-20
679,-20
680,-20
681,-20
682,-20
683,-20
684,-20
685,-20
686,-20
687,-20
688,-20
689,-20
690,-20
691,-20
692,-20
693,-20
694,-20
695,-20
696,-20
697,-20
698,-20
699,-20
700,-20
701,-20
702,-20
703,-20
704,-20
705,-20
706,-20
707,-20
708,-20
709,-20
710,-20
711,-20
712,-20
713,-20
714,-20
715,-20
716,-20
717,-20
718,-20
719,-20
720,-20
721,-20
722,-20
723,-20
724,-20
725,-20
726,-20
727,-20
728,-20
729,-20
730,-20
731,-20
732,-20
733,-20
734,-20
735,-20
736,-20
737,-20
738,-20
739,-20
740,-20
741,-20
742,-20
743,-20
744,-20
745,-20
746,-20
747,-20
748,-20
749,-20
750,-20
751,-20
752,-20
753,-20
754,-20
755,-20
756,-20
757,-20
758,-20
759,-20
760,-20
761,-20
762,-20
763,-20
764,-20
765,-20
766,-20
767,-20
768,-20
769,-20
770,-20
771,-20
772,-20
773,-20
774,-20
775,-20
776,-20
777,-20
778,-20
779,-20
780,-20
781,-20
782,-20
783,-20
784,-20
785,-20
786,-20
787,-20
788,-20
789,-20
790,-20
791,-20
792,-20
793,-20
794,-20
795,-20
796,-20
797,-20
798,-20
799,-20
800,-20
801,-20
802,-20
803,-20
804,-20
805,-20
806,-20
807,-20
808,-20
809,-20
810,-20
811,-20
812,-20
813,-20
814,-20
815,-20
816,-20
817,-20
818,-20
819,-20
820,-20
821,-20
822,-21
823,-21
824,-21
825,-21
826,-21
827,-21
828,-21
829,-21
830,-21
831,-21
832,-21
833,-21
834,-21
835,-21
836,-21
837,-21
838,-21
839,-21
840,-21
841,-21
842,-21
843,-21
844,-21
845,-21
846,-21
847,-21
848,-21
849,-21
850,-21
851,-21
852,-21
853,-21
854,-21
855,-21
856,-21
857,-21
858,-21
859,-21
860,-21
861,-21
862,-21
863,-21
864,-21
865,-21
866,-21
867,-21
868,-21
869,-21
870,-21
871,-21
872,-21
873,-21
874,-21
875,-21
876,-21
877,-21
878,-21
879,-21
880,-21
881,-21
882,-21
883,-21
884,-21
885,-21
886,-21
887,-21
888,-21
889,-21
890,-21
891,-21
892,-21
893,-21
894,-21
895,-21
896,-21
897,-21
898,-21
899,-21
900,-21
901,-21
902,-21
903,-21
904,-21
905,-21
906,-21
907,-21
908,-21
909,-21
910,-21
911,-21
912,-21
913,-21
914,-21
915,-21
916,-21
917,-21
918,-21
919,-21
920,-21
921,-21
922,-21
923,-21
924,-21
925,-21
926,-21
927,-21
928,-21
929,-21
930,-21
931,-21
932,-21
933,-21
934,-21
935,-21
936,-21
937,-21
938,-21
939,-21
940,-21
941,-21
942,-21
943,-21
944,-21
945,-21
946,-21
947,-21
948,-21
949,-21
950,-21
951,-21
952,-21
953,-21
954,-21
955,-21
956,-21
957,-21
958,-21
959,-21
960,-21
961,-21
962,-21
963,-21
964,-21
965,-21
966,-21
967,-21
968,-21
969,-21
970,-21
971,-21
972,-21
973,-21
974,-21
975,-21
976,-21
977,-21
978,-21
979,-21
980,-21
981,-21
982,-21
983,-21
984,-21
985,-21
986,-21
987,-21
988,-21
989,-21
990,-21
991,-21
992,-21
993,-21
994,-21
995,-21
996,-21
997,-21
998,-21
999,-21
1000,-21
