Experiment14: ,"Depth, 3d, sequence 7, it: 1000"
458,-27
459,-27
460,-27
461,-27
462,-27
463,-27
464,-27
465,-27
466,-27
467,-27
468,-27
469,-27
470,-27
471,-27
472,-27
473,-27
474,-27
475,-27
476,-27
477,-27
478,-27
479,-27
480,-27
481,-27
482,-27
483,-27
484,-27
485,-27
486,-27
487,-27
488,-27
489,-27
490,-27
491,-27
492,-27
493,-27
494,-27
495,-27
496,-27
497,-27
498,-27
499,-27
500,-27
501,-27
502,-27
503,-27
504,-27
505,-27
506,-27
507,-27
508,-27
509,-27
510,-27
511,-27
512,-27
513,-27
514,-27
515,-27
516,-27
517,-27
518,-27
519,-27
520,-27
521,-27
522,-27
523,-27
524,-27
525,-27
526,-27
527,-27
528,-27
529,-27
530,-27
531,-27
532,-27
533,-27
534,-27
535,-27
536,-27
537,-27
538,-27
539,-27
540,-27
541,-27
542,-27
543,-27
544,-27
545,-27
546,-27
547,-27
548,-27
549,-27
550,-27
551,-27
552,-27
553,-27
554,-27
555,-27
556,-27
557,-27
558,-27
559,-27
560,-27
561,-27
562,-27
563,-27
564,-27
565,-27
566,-27
567,-27
568,-27
569,-27
570,-27
571,-27
572,-27
573,-27
574,-27
575,-27
576,-27
577,-27
578,-27
579,-27
580,-27
581,-27
582,-27
583,-27
584,-27
585,-27
586,-27
587,-27
588,-27
589,-27
590,-27
591,-27
592,-27
593,-27
594,-27
595,-27
596,-27
597,-27
598,-27
599,-27
600,-27
601,-27
602,-27
603,-27
604,-27
605,-27
606,-27
607,-27
608,-27
609,-27
610,-27
611,-27
612,-27
613,-27
614,-27
615,-27
616,-27
617,-27
618,-27
619,-27
620,-27
621,-27
622,-27
623,-27
624,-27
625,-27
626,-27
627,-27
628,-27
629,-27
630,-27
631,-27
632,-27
633,-27
634,-27
635,-27
636,-27
637,-27
638,-27
639,-27
640,-27
641,-27
642,-27
643,-27
644,-27
645,-27
646,-27
647,-27
648,-27
649,-27
650,-27
651,-27
652,-27
653,-27
654,-27
655,-27
656,-27
657,-27
658,-27
659,-27
660,-27
661,-27
662,-27
663,-27
664,-27
665,-27
666,-27
667,-27
668,-27
669,-27
670,-27
671,-27
672,-27
673,-27
674,-27
675,-27
676,-27
677,-27
678,-27
679,-27
680,-27
681,-27
682,-27
683,-27
684,-27
685,-27
686,-27
687,-27
688,-27
689,-27
690,-27
691,-27
692,-27
693,-27
694,-27
695,-27
696,-27
697,-27
698,-27
699,-27
700,-27
701,-27
702,-27
703,-27
704,-27
705,-27
706,-27
707,-27
708,-27
709,-27
710,-27
711,-27
712,-27
713,-27
714,-27
715,-27
716,-27
717,-27
718,-27
719,-27
720,-27
721,-27
722,-27
723,-27
724,-27
725,-27
726,-27
727,-27
728,-27
729,-27
730,-27
731,-27
732,-27
733,-27
734,-27
735,-27
736,-27
737,-27
738,-27
739,-27
740,-27
741,-27
742,-27
743,-27
744,-27
745,-27
746,-27
747,-27
748,-27
749,-27
750,-27
751,-27
752,-27
753,-27
754,-27
755,-27
756,-27
757,-27
758,-27
759,-27
760,-27
761,-27
762,-27
763,-27
764,-27
765,-27
766,-27
767,-27
768,-27
769,-27
770,-27
771,-27
772,-27
773,-27
774,-27
775,-27
776,-27
777,-27
778,-27
779,-27
780,-27
781,-27
782,-27
783,-27
784,-27
785,-27
786,-27
787,-27
788,-27
789,-27
790,-27
791,-27
792,-27
793,-27
794,-27
795,-27
796,-27
797,-27
798,-27
799,-27
800,-27
801,-27
802,-27
803,-27
804,-27
805,-27
806,-27
807,-27
808,-27
809,-27
810,-27
811,-27
812,-27
813,-27
814,-27
815,-27
816,-27
817,-27
818,-27
819,-27
820,-27
821,-27
822,-27
823,-27
824,-27
825,-27
826,-27
827,-27
828,-27
829,-27
830,-27
831,-27
832,-27
833,-27
834,-27
835,-27
836,-27
837,-27
838,-27
839,-27
840,-27
841,-27
842,-27
843,-27
844,-27
845,-27
846,-27
847,-27
848,-27
849,-27
850,-27
851,-27
852,-27
853,-27
854,-27
855,-27
856,-27
857,-27
858,-27
859,-27
860,-27
861,-27
862,-27
863,-27
864,-27
865,-27
866,-27
867,-27
868,-27
869,-27
870,-27
871,-27
872,-27
873,-27
874,-27
875,-27
876,-27
877,-27
878,-27
879,-27
880,-27
881,-27
882,-27
883,-27
884,-27
885,-27
886,-27
887,-27
888,-27
889,-27
890,-27
891,-27
892,-27
893,-27
894,-27
895,-27
896,-27
897,-27
898,-27
899,-27
900,-27
901,-27
902,-27
903,-27
904,-27
905,-27
906,-27
907,-27
908,-27
909,-27
910,-27
911,-27
912,-27
913,-27
914,-27
915,-27
916,-27
917,-27
918,-27
919,-27
920,-27
921,-27
922,-27
923,-27
924,-27
925,-27
926,-27
927,-27
928,-27
929,-27
930,-27
931,-27
932,-27
933,-27
934,-27
935,-27
936,-27
937,-27
938,-27
939,-27
940,-27
941,-27
942,-27
943,-27
944,-27
945,-27
946,-27
947,-27
948,-27
949,-27
950,-27
951,-27
952,-27
953,-27
954,-27
955,-27
956,-27
957,-27
958,-27
959,-27
960,-27
961,-27
962,-27
963,-27
964,-27
965,-27
966,-27
967,-27
968,-27
969,-27
970,-27
971,-27
972,-27
973,-27
974,-27
975,-27
976,-27
977,-27
978,-27
979,-27
980,-27
981,-27
982,-27
983,-27
984,-27
985,-27
986,-27
987,-27
988,-27
989,-27
990,-27
991,-27
992,-27
993,-27
994,-27
995,-27
996,-27
997,-27
998,-27
999,-27
1000,-27
