Experiment14: ,"Depth, 3d, sequence 7, it: 1000"
228,-23
229,-23
230,-23
231,-23
232,-23
233,-23
234,-23
235,-23
236,-23
237,-23
238,-23
239,-23
240,-23
241,-23
242,-23
243,-23
244,-23
245,-23
246,-23
247,-23
248,-23
249,-23
250,-23
251,-23
252,-23
253,-23
254,-23
255,-23
256,-23
257,-23
258,-23
259,-23
260,-23
261,-23
262,-23
263,-23
264,-23
265,-23
266,-23
267,-23
268,-23
269,-23
270,-23
271,-23
272,-23
273,-23
274,-23
275,-23
276,-23
277,-23
278,-23
279,-23
280,-23
281,-23
282,-23
283,-23
284,-23
285,-23
286,-23
287,-23
288,-23
289,-23
290,-23
291,-23
292,-23
293,-23
294,-23
295,-23
296,-23
297,-23
298,-23
299,-23
300,-23
301,-23
302,-23
303,-23
304,-23
305,-23
306,-23
307,-23
308,-23
309,-23
310,-23
311,-23
312,-23
313,-23
314,-23
315,-23
316,-23
317,-23
318,-23
319,-23
320,-23
321,-23
322,-23
323,-23
324,-23
325,-23
326,-23
327,-23
328,-23
329,-23
330,-23
331,-23
332,-23
333,-23
334,-23
335,-23
336,-23
337,-23
338,-23
339,-23
340,-23
341,-23
342,-23
343,-23
344,-23
345,-23
346,-23
347,-23
348,-23
349,-23
350,-23
351,-23
352,-25
353,-25
354,-25
355,-25
356,-25
357,-25
358,-25
359,-25
360,-25
361,-25
362,-25
363,-25
364,-25
365,-25
366,-25
367,-25
368,-25
369,-25
370,-25
371,-25
372,-25
373,-25
374,-25
375,-25
376,-25
377,-25
378,-25
379,-25
380,-25
381,-25
382,-25
383,-25
384,-25
385,-25
386,-25
387,-25
388,-25
389,-25
390,-25
391,-25
392,-25
393,-25
394,-25
395,-25
396,-25
397,-25
398,-25
399,-25
400,-25
401,-25
402,-25
403,-25
404,-25
405,-25
406,-25
407,-25
408,-25
409,-25
410,-25
411,-25
412,-25
413,-25
414,-25
415,-25
416,-25
417,-25
418,-25
419,-25
420,-25
421,-25
422,-25
423,-25
424,-25
425,-25
426,-25
427,-25
428,-25
429,-25
430,-25
431,-25
432,-25
433,-25
434,-25
435,-25
436,-25
437,-25
438,-25
439,-25
440,-25
441,-25
442,-25
443,-25
444,-25
445,-25
446,-25
447,-25
448,-25
449,-25
450,-25
451,-25
452,-25
453,-25
454,-25
455,-25
456,-25
457,-25
458,-25
459,-25
460,-25
461,-25
462,-25
463,-25
464,-25
465,-25
466,-25
467,-25
468,-25
469,-25
470,-25
471,-25
472,-25
473,-25
474,-25
475,-25
476,-25
477,-25
478,-25
479,-25
480,-25
481,-25
482,-25
483,-25
484,-25
485,-25
486,-25
487,-25
488,-25
489,-25
490,-25
491,-25
492,-25
493,-25
494,-25
495,-25
496,-25
497,-25
498,-25
499,-25
500,-25
501,-25
502,-25
503,-25
504,-25
505,-25
506,-25
507,-25
508,-25
509,-25
510,-25
511,-25
512,-25
513,-25
514,-25
515,-25
516,-25
517,-25
518,-25
519,-25
520,-25
521,-25
522,-25
523,-25
524,-25
525,-25
526,-25
527,-25
528,-25
529,-25
530,-25
531,-25
532,-25
533,-25
534,-25
535,-25
536,-25
537,-25
538,-25
539,-25
540,-25
541,-25
542,-25
543,-25
544,-25
545,-25
546,-25
547,-25
548,-25
549,-25
550,-25
551,-25
552,-25
553,-25
554,-25
555,-25
556,-25
557,-25
558,-25
559,-25
560,-25
561,-25
562,-25
563,-25
564,-25
565,-25
566,-25
567,-25
568,-25
569,-25
570,-25
571,-25
572,-25
573,-25
574,-25
575,-25
576,-25
577,-25
578,-25
579,-25
580,-25
581,-25
582,-25
583,-25
584,-25
585,-25
586,-25
587,-25
588,-25
589,-25
590,-25
591,-25
592,-25
593,-25
594,-25
595,-25
596,-25
597,-25
598,-25
599,-25
600,-25
601,-25
602,-25
603,-25
604,-25
605,-25
606,-25
607,-25
608,-25
609,-25
610,-25
611,-25
612,-25
613,-25
614,-25
615,-25
616,-25
617,-25
618,-25
619,-25
620,-25
621,-25
622,-25
623,-25
624,-25
625,-25
626,-25
627,-25
628,-25
629,-25
630,-25
631,-25
632,-25
633,-25
634,-25
635,-25
636,-25
637,-25
638,-25
639,-25
640,-25
641,-25
642,-25
643,-25
644,-25
645,-25
646,-25
647,-25
648,-25
649,-25
650,-25
651,-25
652,-25
653,-25
654,-27
655,-27
656,-27
657,-27
658,-27
659,-27
660,-27
661,-27
662,-27
663,-27
664,-27
665,-27
666,-27
667,-27
668,-27
669,-27
670,-27
671,-27
672,-27
673,-27
674,-27
675,-27
676,-27
677,-27
678,-27
679,-27
680,-27
681,-27
682,-27
683,-27
684,-27
685,-27
686,-27
687,-27
688,-27
689,-27
690,-27
691,-27
692,-27
693,-27
694,-27
695,-27
696,-27
697,-27
698,-27
699,-27
700,-27
701,-27
702,-27
703,-27
704,-27
705,-27
706,-27
707,-27
708,-27
709,-27
710,-27
711,-27
712,-27
713,-27
714,-27
715,-27
716,-27
717,-27
718,-27
719,-27
720,-27
721,-27
722,-27
723,-27
724,-27
725,-27
726,-27
727,-27
728,-27
729,-27
730,-27
731,-27
732,-27
733,-27
734,-27
735,-27
736,-27
737,-27
738,-27
739,-27
740,-27
741,-27
742,-27
743,-27
744,-27
745,-27
746,-27
747,-27
748,-27
749,-27
750,-27
751,-27
752,-27
753,-27
754,-27
755,-27
756,-27
757,-27
758,-27
759,-27
760,-27
761,-27
762,-27
763,-27
764,-27
765,-27
766,-27
767,-27
768,-27
769,-27
770,-27
771,-27
772,-27
773,-27
774,-27
775,-27
776,-27
777,-27
778,-27
779,-27
780,-27
781,-27
782,-27
783,-27
784,-27
785,-27
786,-27
787,-27
788,-27
789,-27
790,-27
791,-27
792,-27
793,-27
794,-27
795,-27
796,-27
797,-27
798,-27
799,-27
800,-27
801,-27
802,-27
803,-27
804,-27
805,-27
806,-27
807,-27
808,-27
809,-27
810,-27
811,-27
812,-27
813,-27
814,-27
815,-27
816,-27
817,-27
818,-27
819,-27
820,-27
821,-27
822,-27
823,-27
824,-27
825,-27
826,-27
827,-27
828,-27
829,-27
830,-27
831,-27
832,-27
833,-27
834,-27
835,-27
836,-27
837,-27
838,-27
839,-27
840,-27
841,-27
842,-27
843,-27
844,-27
845,-27
846,-27
847,-27
848,-27
849,-27
850,-27
851,-27
852,-27
853,-27
854,-27
855,-27
856,-27
857,-27
858,-27
859,-27
860,-27
861,-27
862,-27
863,-27
864,-27
865,-27
866,-27
867,-27
868,-27
869,-27
870,-27
871,-27
872,-27
873,-27
874,-27
875,-27
876,-27
877,-27
878,-27
879,-27
880,-27
881,-27
882,-27
883,-27
884,-27
885,-27
886,-27
887,-27
888,-27
889,-27
890,-27
891,-27
892,-27
893,-27
894,-27
895,-27
896,-27
897,-27
898,-27
899,-27
900,-27
901,-27
902,-27
903,-27
904,-27
905,-27
906,-27
907,-27
908,-27
909,-27
910,-27
911,-27
912,-27
913,-27
914,-27
915,-27
916,-27
917,-27
918,-27
919,-27
920,-27
921,-27
922,-27
923,-27
924,-27
925,-27
926,-27
927,-27
928,-27
929,-27
930,-27
931,-27
932,-27
933,-27
934,-27
935,-27
936,-27
937,-27
938,-27
939,-27
940,-27
941,-27
942,-27
943,-27
944,-27
945,-27
946,-27
947,-27
948,-27
949,-27
950,-27
951,-27
952,-27
953,-27
954,-27
955,-27
956,-27
957,-27
958,-27
959,-27
960,-27
961,-27
962,-27
963,-27
964,-27
965,-27
966,-27
967,-27
968,-27
969,-27
970,-27
971,-27
972,-27
973,-27
974,-27
975,-27
976,-27
977,-27
978,-27
979,-27
980,-27
981,-27
982,-27
983,-27
984,-27
985,-27
986,-27
987,-27
988,-27
989,-27
990,-27
991,-27
992,-27
993,-27
994,-27
995,-27
996,-27
997,-27
998,-27
999,-27
1000,-27
