Experiment10: ,"Random, 3d, sequence 8, it: 1000"
766,-24
767,-24
768,-24
769,-24
770,-24
771,-24
772,-24
773,-24
774,-24
775,-24
776,-24
777,-24
778,-24
779,-24
780,-24
781,-24
782,-24
783,-24
784,-24
785,-24
786,-24
787,-24
788,-24
789,-24
790,-24
791,-24
792,-24
793,-24
794,-24
795,-24
796,-24
797,-24
798,-24
799,-24
800,-24
801,-24
802,-24
803,-24
804,-24
805,-24
806,-24
807,-24
808,-24
809,-24
810,-24
811,-24
812,-24
813,-24
814,-24
815,-24
816,-24
817,-24
818,-24
819,-24
820,-24
821,-24
822,-24
823,-24
824,-24
825,-24
826,-24
827,-24
828,-24
829,-24
830,-24
831,-24
832,-24
833,-24
834,-24
835,-24
836,-24
837,-24
838,-24
839,-24
840,-24
841,-24
842,-24
843,-24
844,-24
845,-24
846,-24
847,-24
848,-24
849,-24
850,-24
851,-24
852,-24
853,-24
854,-24
855,-24
856,-24
857,-24
858,-24
859,-24
860,-24
861,-24
862,-24
863,-24
864,-24
865,-24
866,-24
867,-24
868,-24
869,-24
870,-24
871,-24
872,-24
873,-24
874,-24
875,-24
876,-24
877,-24
878,-24
879,-24
880,-24
881,-24
882,-24
883,-24
884,-24
885,-24
886,-24
887,-24
888,-24
889,-24
890,-24
891,-24
892,-24
893,-24
894,-24
895,-24
896,-24
897,-24
898,-24
899,-24
900,-24
901,-24
902,-24
903,-24
904,-24
905,-24
906,-24
907,-24
908,-24
909,-24
910,-24
911,-24
912,-24
913,-24
914,-24
915,-24
916,-24
917,-24
918,-24
919,-24
920,-24
921,-24
922,-24
923,-24
924,-24
925,-24
926,-24
927,-24
928,-24
929,-24
930,-24
931,-24
932,-24
933,-24
934,-24
935,-24
936,-24
937,-24
938,-24
939,-24
940,-24
941,-24
942,-24
943,-24
944,-24
945,-24
946,-24
947,-24
948,-24
949,-24
950,-24
951,-24
952,-24
953,-24
954,-24
955,-24
956,-24
957,-24
958,-24
959,-24
960,-24
961,-24
962,-24
963,-24
964,-24
965,-24
966,-24
967,-24
968,-24
969,-24
970,-24
971,-24
972,-24
973,-24
974,-24
975,-24
976,-24
977,-24
978,-24
979,-24
980,-24
981,-24
982,-24
983,-24
984,-24
985,-24
986,-24
987,-24
988,-24
989,-24
990,-24
991,-24
992,-24
993,-24
994,-24
995,-24
996,-24
997,-24
998,-24
999,-24
1000,-24
