iterations,mean
0,-4
1,-4
426,-6,2
427,-6,2
428,-6,2
429,-6,2
430,-6,2
431,-6,2
432,-6,2
433,-6,2
434,-6,2
435,-6,2
436,-6,2
437,-6,2
438,-6,2
439,-6,2
440,-6,2
441,-6,2
442,-6,2
443,-6,2
444,-6,2
445,-6,2
446,-6,2
447,-6,2
448,-6,2
449,-6,2
450,-6,2
451,-6,2
452,-6,2
453,-6,2
454,-6,2
455,-6,2
456,-6,2
457,-6,2
458,-6,2
459,-6,2
460,-6,2
461,-6,2
462,-6,2
463,-6,2
464,-6,2
465,-6,2
466,-6,2
467,-6,2
468,-6,2
469,-6,2
470,-6,2
471,-6,2
472,-6,2
473,-6,2
474,-6,2
475,-6,2
476,-6,2
477,-6,2
478,-6,2
479,-6,2
480,-6,2
481,-6,2
482,-6,2
483,-6,2
484,-6,2
485,-6,2
486,-6,2
487,-6,2
488,-6,2
489,-6,2
490,-6,2
491,-6,2
492,-6,2
493,-6,2
494,-6,2
495,-6,2
496,-6,2
497,-6,2
498,-6,2
499,-6,2
500,-6,2
501,-6,2
502,-6,2
503,-6,2
504,-6,2
505,-6,2
506,-6,2
507,-6,2
508,-6,2
509,-6,2
510,-6,2
511,-6,2
512,-6,2
513,-6,2
514,-6,2
515,-6,2
516,-6,2
517,-6,2
518,-6,2
519,-6,2
520,-6,2
521,-6,2
522,-6,2
523,-6,2
524,-6,2
525,-6,2
526,-6,2
527,-6,2
528,-6,2
529,-6,2
530,-6,2
531,-6,2
532,-6,2
533,-6,2
534,-6,2
535,-6,2
536,-6,2
537,-6,2
538,-6,2
539,-6,2
540,-6,2
541,-6,2
542,-6,2
543,-6,2
544,-6,2
545,-6,2
546,-6,2
547,-6,2
548,-6,2
549,-6,2
550,-6,2
551,-6,2
552,-6,2
553,-6,2
554,-6,2
555,-6,2
556,-6,2
557,-6,2
558,-6,2
559,-6,2
560,-6,2
561,-6,2
562,-6,2
563,-6,2
564,-6,2
565,-6,2
566,-6,2
567,-6,2
568,-6,2
569,-6,2
570,-6,2
571,-6,2
572,-6,2
573,-6,2
574,-6,2
575,-6,2
576,-6,2
577,-6,2
578,-6,2
579,-6,2
580,-6,2
581,-6,2
582,-6,2
583,-6,2
584,-6,2
585,-6,2
586,-6,2
587,-6,2
588,-6,2
589,-6,2
590,-6,2
591,-6,2
592,-6,2
593,-6,2
594,-6,2
595,-6,2
596,-6,2
597,-6,2
598,-6,2
599,-6,2
600,-6,2
601,-6,2
602,-6,2
603,-6,2
604,-6,2
605,-6,2
606,-6,2
607,-6,2
608,-6,2
609,-6,2
610,-6,2
611,-6,2
612,-6,2
613,-6,2
614,-6,2
615,-6,2
616,-6,2
617,-6,2
618,-6,2
619,-6,2
620,-6,2
621,-6,2
622,-6,2
623,-6,2
624,-6,2
625,-6,2
626,-6,2
627,-6,2
628,-6,2
629,-6,2
630,-6,2
631,-6,2
632,-6,2
633,-6,2
634,-6,2
635,-6,2
636,-6,2
637,-6,2
638,-6,2
639,-6,2
640,-6,2
641,-6,2
642,-6,2
643,-6,2
644,-6,2
645,-6,2
646,-6,2
647,-6,2
648,-6,2
649,-6,2
650,-6,2
651,-6,2
652,-6,2
653,-6,2
654,-6,2
655,-6,2
656,-6,2
657,-6,2
658,-6,2
659,-6,2
660,-6,2
661,-6,2
662,-6,2
663,-6,2
664,-6,2
665,-6,2
666,-6,2
667,-6,2
668,-6,2
669,-6,2
670,-6,2
671,-6,2
672,-6,2
673,-6,2
674,-6,2
675,-6,2
676,-6,2
677,-6,2
678,-6,2
679,-6,2
680,-6,2
681,-6,2
682,-6,2
683,-6,2
684,-6,2
685,-6,2
686,-6,2
687,-6,2
688,-6,2
689,-6,2
690,-6,2
691,-6,2
692,-6,2
693,-6,2
694,-6,2
695,-6,2
696,-6,2
697,-6,2
698,-6,2
699,-6,2
700,-6,2
701,-6,2
702,-6,2
703,-6,2
704,-6,2
705,-6,2
706,-6,2
707,-6,2
708,-6,2
709,-6,2
710,-6,2
711,-6,2
712,-6,2
713,-6,2
714,-6,2
715,-6,2
716,-6,2
717,-6,2
718,-6,2
719,-6,2
720,-6,2
721,-6,2
722,-6,2
723,-6,2
724,-6,2
725,-6,2
726,-6,2
727,-6,2
728,-6,2
729,-6,2
730,-6,2
731,-6,2
732,-6,2
733,-6,2
734,-6,2
735,-6,2
736,-6,2
737,-6,2
738,-6,2
739,-6,2
740,-6,2
741,-6,2
742,-6,2
743,-6,2
744,-6,2
745,-6,2
746,-6,2
747,-6,2
748,-6,2
749,-6,2
750,-6,2
751,-6,2
752,-6,2
753,-6,2
754,-6,2
755,-6,2
756,-6,2
757,-6,2
758,-6,2
759,-6,2
760,-6,2
761,-6,2
762,-6,2
763,-6,2
764,-6,2
765,-6,2
766,-6,2
767,-6,2
768,-6,2
769,-6,2
770,-6,2
771,-6,2
772,-6,2
773,-6,2
774,-6,2
775,-6,2
776,-6,2
777,-6,2
778,-6,2
779,-6,2
780,-6,2
781,-6,2
782,-6,2
783,-6,2
784,-6,2
785,-6,2
786,-6,2
787,-6,2
788,-6,2
789,-6,2
790,-6,2
791,-6,2
792,-6,2
793,-6,2
794,-6,2
795,-6,2
796,-6,2
797,-6,2
798,-6,2
799,-6,2
800,-6,2
801,-6,2
802,-6,2
803,-6,2
804,-6,2
805,-6,2
806,-6,2
807,-6,2
808,-6,2
809,-6,2
810,-6,2
811,-6,2
812,-6,2
813,-6,2
814,-6,2
815,-6,2
816,-6,2
817,-6,2
818,-6,2
819,-6,2
820,-6,2
821,-6,2
822,-6,2
823,-6,2
824,-6,2
825,-6,2
826,-6,2
827,-6,2
828,-6,2
829,-6,2
830,-6,2
831,-6,2
832,-6,2
833,-6,2
834,-6,2
835,-6,2
836,-6,2
837,-6,2
838,-6,2
839,-6,2
840,-6,2
841,-6,2
842,-6,2
843,-6,2
844,-6,2
845,-6,2
846,-6,2
847,-6,2
848,-6,2
849,-6,2
850,-6,2
851,-6,2
852,-6,2
853,-6,2
854,-6,2
855,-6,2
856,-6,2
857,-6,2
858,-6,2
859,-6,2
860,-6,2
861,-6,2
862,-6,2
863,-6,2
864,-6,2
865,-6,2
866,-6,2
867,-6,2
868,-6,2
869,-6,2
870,-6,2
871,-6,2
872,-6,2
873,-6,2
874,-6,2
875,-6,2
876,-6,2
877,-6,2
878,-6,2
879,-6,2
880,-6,2
881,-6,2
882,-6,2
883,-6,2
884,-6,2
885,-6,2
886,-6,2
887,-6,2
888,-6,2
889,-6,2
890,-6,2
891,-6,2
892,-6,2
893,-6,2
894,-6,2
895,-6,2
896,-6,2
897,-6,2
898,-6,2
899,-6,2
900,-6,2
901,-6,2
902,-6,2
903,-6,2
904,-6,2
905,-6,2
906,-6,2
907,-6,2
908,-6,2
909,-6,2
910,-6,2
911,-6,2
912,-6,2
913,-6,2
914,-6,2
915,-6,2
916,-6,2
917,-6,2
918,-6,2
919,-6,2
920,-6,2
921,-6,2
922,-6,2
923,-6,2
924,-6,2
925,-6,2
926,-6,2
927,-6,2
928,-6,2
929,-6,2
930,-6,2
931,-6,2
932,-6,2
933,-6,2
934,-6,2
935,-6,2
936,-6,2
937,-6,2
938,-6,2
939,-6,2
940,-6,2
941,-6,2
942,-6,2
943,-6,2
944,-6,2
945,-6,2
946,-6,2
947,-6,2
948,-6,2
949,-6,2
950,-6,2
951,-6,2
952,-6,2
953,-6,2
954,-6,2
955,-6,2
956,-6,2
957,-6,2
958,-6,2
959,-6,2
960,-6,2
961,-6,2
962,-6,2
963,-6,2
964,-6,2
965,-6,2
966,-6,2
967,-6,2
968,-6,2
969,-6,2
970,-6,2
971,-6,2
972,-6,2
973,-6,2
974,-6,2
975,-6,2
976,-6,2
977,-6,2
978,-6,2
979,-6,2
980,-6,2
981,-6,2
982,-6,2
983,-6,2
984,-6,2
985,-6,2
986,-6,2
987,-6,2
988,-6,2
989,-6,2
990,-6,2
991,-6,2
992,-6,2
993,-6,2
994,-6,2
995,-6,2
996,-6,2
997,-6,2
998,-6,2
999,-6,2
1000,-6,2
